CL EDUCATE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 87.74 , 85.66 , 85.22 , 90.09 , 115.38 , 118.30 , 149.63 , 164.35 , 142.85 , 155.21 , 170.44 , 170.44 , 157.30 
Expenses, 91.76 , 78.06 , 74.41 , 104.21 , 115.36 , 112.40 , 135.32 , 154.12 , 135.11 , 159.70 , 160.22 , 160.22 , 151.19 
Operating Profit, (4.02), 7.60 , 10.81 , (14.12), 0.02 , 5.90 , 14.31 , 10.23 , 7.74 , (4.49), 10.22 , 10.22 , 6.11 
Other Income, 6.26 , 5.36 , 7.00 , 12.07 , 20.15 , 6.44 , 5.73 , 8.07 , 9.61 , 13.44 , 11.42 , -   , -   
Depreciation, 1.77 , 1.85 , 2.10 , 2.83 , 3.73 , 3.75 , 5.09 , 6.22 , 4.79 , 6.90 , 7.80 , 7.80 , 7.80 
Interest, 1.79 , 1.80 , 3.52 , 4.32 , 6.17 , 4.70 , 5.17 , 5.63 , 5.42 , 3.40 , 4.18 , 4.18 , 4.18 
Profit before tax, (1.32), 9.31 , 12.19 , (9.19), 10.27 , 3.89 , 9.78 , 6.46 , 7.15 , (1.36), 9.66 , (1.76), (5.87)
Tax, (0.16), 3.23 , 4.69 , (3.81), 3.54 , 1.54 , 2.13 , 2.04 , 2.22 , 0.62 , 1.18 ,12%,12%
Net profit, (1.16), 6.08 , 7.50 , (5.38), 6.74 , 2.36 , 7.66 , 4.42 , 4.93 , (1.99), 8.47 , (1.55), (5.15)
EPS, (1.33), 6.95 , 8.57 , (5.76), 7.16 , 2.51 , 6.58 , 3.70 , 3.48 , (1.40), 5.98 , (1.09), (3.64)
Price to earning,  ,  ,  ,  ,  ,  ,  ,  , 121.34 , (141.75), 19.44 , 70.39 , 19.44 
Price, -   , -   , -   , -   , -   , -   , -   , -   , 422.36 , 199.13 , 116.25 , (76.77), (70.69)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,0.00%,8.87%,12.68%,0.00%,0.02%,4.99%,9.56%,6.22%,5.42%,0.00%,6.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.54%,8.94%,6.11%,1.23%,9.81%,9.81%,1.23%
,,,,,,OPM,4.74%,4.08%,5.23%,3.89%,6.00%,6.00%,3.89%
,,,,,,Price to Earning, 70.39 , 70.39 , 70.39 , 70.39 , 19.44 , 70.39 , 19.44 
