MAAN ALUMINIUM LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 41.18 , 67.75 , 129.03 , 115.11 , 92.26 , 103.25 , 110.16 , 189.98 , 349.14 , 447.08 , 555.63 , 713.14 , 555.02 
Expenses, 39.35 , 64.69 , 125.42 , 112.03 , 88.21 , 98.32 , 106.58 , 184.98 , 341.00 , 434.32 , 540.24 , 693.38 , 540.44 
Operating Profit, 1.83 , 3.06 , 3.61 , 3.08 , 4.05 , 4.93 , 3.58 , 5.00 , 8.14 , 12.76 , 15.39 , 19.75 , 14.58 
Other Income, 0.77 , 1.13 , 0.18 , 0.33 , 0.92 , 0.73 , 0.96 , 1.13 , 4.69 , 4.58 , 5.10 , -   , -   
Depreciation, 1.10 , 1.20 , 1.39 , 1.49 , 1.77 , 2.21 , 1.42 , 1.43 , 1.59 , 1.71 , 1.95 , 1.95 , 1.95 
Interest, 0.46 , 0.38 , 0.91 , 1.35 , 2.53 , 3.07 , 2.71 , 3.85 , 6.11 , 5.87 , 5.97 , 5.97 , 5.97 
Profit before tax, 1.04 , 2.61 , 1.49 , 0.56 , 0.67 , 0.37 , 0.43 , 0.96 , 5.11 , 9.77 , 12.57 , 11.83 , 6.66 
Tax, 0.33 , 0.70 , 0.65 , 0.16 , 0.27 , (0.04), 0.15 , 0.34 , 1.84 , 3.35 , 4.56 ,36%,36%
Net profit, 0.71 , 1.91 , 0.84 , 0.40 , 0.40 , 0.42 , 0.28 , 0.60 , 3.27 , 6.42 , 8.01 , 7.54 , 4.24 
EPS, 2.10 , 5.65 , 2.48 , 1.18 , 1.18 , 1.24 , 0.83 , 1.77 , 9.67 , 9.50 , 11.85 , 11.15 , 6.27 
Price to earning, 6.82 , 5.19 , 10.68 , 14.36 , 7.37 , 9.48 , 18.79 , 8.91 , 6.32 , 15.30 , 7.66 , 9.55 , 7.66 
Price, 14.33 , 29.35 , 26.53 , 16.99 , 8.72 , 11.78 , 15.56 , 15.81 , 61.19 , 145.31 , 90.75 , 106.50 , 48.05 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,17.80%,40.48%,0.00%,0.00%,0.00%,0.00%,28.33%,10.40%,10.59%,,,
OPM,4.44%,4.52%,2.80%,2.68%,4.39%,4.77%,3.25%,2.63%,2.33%,2.85%,2.77%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,30.34%,19.43%,37.11%,59.51%,28.05%,59.51%,19.43%
,,,,,,OPM,3.04%,2.95%,2.87%,2.63%,2.77%,2.77%,2.63%
,,,,,,Price to Earning, 10.08 , 11.02 , 11.08 , 9.55 , 7.66 , 9.55 , 7.66 
