BHARTIYA INTERNATIONAL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 140.19 , 164.49 , 167.33 , 207.38 , 247.30 , 318.70 , 423.95 , 445.44 , 472.55 , 518.26 , 602.74 , 602.74 , 560.00 
Expenses, 134.57 , 165.91 , 155.36 , 187.47 , 224.44 , 293.18 , 390.32 , 405.28 , 437.98 , 476.36 , 548.10 , 548.10 , 517.42 
Operating Profit, 5.62 , (1.42), 11.97 , 19.91 , 22.86 , 25.52 , 33.63 , 40.16 , 34.57 , 41.90 , 54.64 , 54.64 , 42.58 
Other Income, 10.76 , 15.42 , 2.00 , 2.32 , 2.18 , 7.29 , 2.65 , 2.62 , 5.71 , 5.26 , 2.19 , -   , -   
Depreciation, 0.98 , 1.28 , 1.43 , 1.63 , 2.00 , 2.53 , 3.86 , 4.13 , 4.59 , 6.29 , 6.67 , 6.67 , 6.67 
Interest, 9.99 , 4.29 , 4.05 , 9.18 , 10.81 , 17.06 , 11.11 , 15.75 , 16.35 , 20.46 , 25.29 , 25.29 , 25.29 
Profit before tax, 5.41 , 8.43 , 8.49 , 11.42 , 12.24 , 13.21 , 21.31 , 22.90 , 19.33 , 20.41 , 24.87 , 22.68 , 10.62 
Tax, 2.69 , 3.00 , 2.95 , 4.05 , 3.94 , 4.56 , 7.25 , 8.13 , 6.86 , 7.28 , 8.86 ,36%,36%
Net profit, 2.72 , 5.43 , 5.54 , 7.37 , 8.30 , 8.64 , 14.07 , 14.77 , 12.48 , 13.13 , 16.02 , 14.60 , 6.84 
EPS, 3.46 , 6.27 , 5.85 , 7.04 , 7.50 , 7.81 , 12.55 , 12.61 , 10.63 , 10.78 , 13.14 , 11.97 , 5.61 
Price to earning, 7.63 , 10.69 , 10.59 , 7.59 , 28.20 , 28.59 , 33.78 , 37.27 , 51.25 , 37.57 , 18.12 , 36.05 , 18.12 
Price, 26.37 , 67.00 , 61.97 , 53.45 , 211.55 , 223.23 , 423.79 , 469.98 , 544.76 , 404.99 , 238.10 , 431.69 , 101.62 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,29.04%,16.02%,17.15%,14.25%,13.37%,12.85%,7.96%,9.55%,11.30%,11.12%,,,
OPM,4.01%,0.00%,7.15%,9.60%,9.24%,8.01%,7.93%,9.02%,7.32%,8.08%,9.07%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,15.64%,17.53%,15.95%,6.92%,16.30%,16.30%,6.92%
,,,,,,OPM,7.60%,8.30%,8.07%,8.12%,9.07%,9.07%,7.60%
,,,,,,Price to Earning, 24.66 , 30.30 , 34.43 , 36.05 , 18.12 , 36.05 , 18.12 
