KOPRAN LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 118.84 , 164.28 , 192.38 , 198.90 , 250.22 , 301.95 , 325.59 , 187.32 , 181.55 , 153.70 , 196.65 , 196.65 , 110.17 
Expenses, 116.11 , 145.71 , 173.75 , 177.21 , 215.93 , 259.35 , 301.27 , 162.52 , 164.20 , 144.54 , 176.85 , 176.85 , 99.35 
Operating Profit, 2.73 , 18.57 , 18.63 , 21.69 , 34.29 , 42.60 , 24.32 , 24.80 , 17.35 , 9.16 , 19.80 , 19.80 , 10.82 
Other Income, 3.88 , 9.45 , 6.34 , 5.56 , 1.72 , 1.34 , 13.70 , (0.21), 9.12 , 7.66 , 6.13 , -   , -   
Depreciation, 10.98 , 11.16 , 11.23 , 11.42 , 12.08 , 12.46 , 9.58 , 3.14 , 3.34 , 3.22 , 3.11 , 3.11 , 3.11 
Interest, 8.69 , 6.93 , 8.61 , 9.66 , 11.88 , 14.46 , 12.97 , 9.99 , 9.79 , 6.63 , 5.46 , 5.46 , 5.46 
Profit before tax, (13.06), 9.93 , 5.13 , 6.17 , 12.06 , 17.04 , 15.48 , 11.44 , 13.35 , 6.96 , 17.36 , 11.23 , 2.25 
Tax, 0.12 , (0.04), (0.27), -   , -   , -   , -   , -   , 4.85 , 2.26 , 4.39 ,25%,25%
Net profit, (13.18), 9.97 , 5.40 , 6.17 , 12.06 , 17.04 , 15.48 , 11.44 , 8.50 , 4.71 , 12.97 , 8.39 , 1.68 
EPS, (3.74), 2.69 , 1.38 , 1.58 , 3.09 , 4.36 , 3.77 , 2.64 , 1.97 , 1.09 , 3.00 , 1.94 , 0.39 
Price to earning, (2.35), 11.92 , 17.77 , 10.62 , 4.58 , 6.16 , 13.77 , 19.85 , 45.48 , 60.57 , 13.80 , 34.92 , 13.80 
Price, 8.77 , 32.04 , 24.58 , 16.78 , 14.14 , 26.86 , 51.85 , 52.49 , 89.37 , 65.95 , 41.40 , 67.75 , 5.36 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,2.30%,11.30%,9.68%,10.90%,13.70%,14.11%,7.47%,13.24%,9.56%,5.96%,10.07%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,2.90%,-3.16%,-9.29%,-22.14%,27.94%,27.94%,-22.14%
,,,,,,OPM,10.32%,10.89%,10.28%,9.82%,10.07%,10.07%,9.82%
,,,,,,Price to Earning, 20.45 , 21.85 , 26.60 , 34.92 , 13.80 , 34.92 , 13.80 
