MARATHON NEXTGEN REALTY LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 104.74 , 213.24 , 97.09 , 81.92 , 46.06 , 29.55 , 23.32 , 197.28 , 193.14 , 13.15 , 26.62 , 26.62 , 6.54 
Expenses, 62.22 , 37.03 , 22.44 , 18.62 , 34.14 , 24.30 , 18.31 , 136.95 , 136.31 , 26.09 , 41.93 , 18.89 , 6.54 
Operating Profit, 42.52 , 176.21 , 74.65 , 63.30 , 11.92 , 5.25 , 5.01 , 60.33 , 56.83 , (12.94), (15.31), 7.73 , -   
Other Income, 26.81 , 33.73 , 42.79 , 34.03 , 39.51 , 42.18 , 47.81 , 50.74 , 55.43 , 56.78 , 73.50 , -   , -   
Depreciation, 0.11 , 0.34 , 0.45 , 0.42 , 0.27 , 0.14 , 0.31 , 0.29 , 0.15 , 0.76 , 2.05 , 2.05 , 2.05 
Interest, 16.21 , 15.50 , 8.31 , 9.08 , 3.47 , 0.19 , 0.01 , 0.01 , 0.30 , 4.56 , 18.02 , 18.02 , 18.02 
Profit before tax, 53.01 , 194.10 , 108.68 , 87.84 , 47.69 , 47.12 , 52.51 , 110.78 , 111.81 , 38.53 , 38.12 , (12.34), (20.07)
Tax, 11.24 , 47.41 , 20.73 , 16.81 , (2.18), 10.63 , 14.10 , 23.79 , 23.86 , 7.61 , 5.23 ,14%,14%
Net profit, 41.77 , 146.69 , 87.95 , 71.03 , 49.87 , 36.49 , 38.41 , 86.98 , 87.96 , 30.91 , 32.88 , (10.65), (17.32)
EPS, 16.52 , 58.03 , 23.20 , 18.73 , 13.15 , 9.62 , 10.13 , 15.29 , 15.47 , 6.72 , 7.15 , (2.31), (3.76)
Price to earning, 2.48 , 1.57 , 2.74 , 2.75 , 3.25 , 4.39 , 5.80 , 4.77 , 9.50 , 34.33 , 17.49 , 17.49 , 8.10 
Price, 41.05 , 90.88 , 63.58 , 51.47 , 42.80 , 42.27 , 58.78 , 72.90 , 146.89 , 230.69 , 125.05 , (40.50), (30.48)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,4.84%,3.01%,7.55%,10.67%,17.10%,25.98%,29.63%,3.27%,3.23%,14.88%,,,
OPM,40.60%,82.63%,76.89%,77.27%,25.88%,17.77%,21.48%,30.58%,29.42%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-20.59%,-24.84%,-22.17%,-17.38%,102.43%,102.43%,-24.84%
,,,,,,OPM,49.63%,34.67%,27.92%,29.03%,0.00%,29.03%,0.00%
,,,,,,Price to Earning, 8.10 , 10.29 , 12.71 , 16.52 , 17.49 , 17.49 , 8.10 
