ALICON CASTALLOY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 5.50 , 5.50 , 5.50 , 5.50 , 5.50 , 5.50 , 5.50 , 6.13 , 6.13 , 6.68 
Reserves, 41.35 , 48.37 , 58.17 , 76.98 , 95.63 , 108.55 , 128.96 , 145.30 , 161.02 , 249.09 
Borrowings, 158.16 , 55.21 , 91.68 , 96.90 , 82.93 , 90.22 , 152.13 , 168.50 , 231.12 , 245.28 
Other Liabilities, 140.77 , 60.87 , 46.76 , 101.39 , 103.58 , 118.57 , 163.53 , 170.51 , 170.21 , 250.87 
Total, 345.78 , 169.95 , 202.11 , 280.77 , 287.64 , 322.84 , 450.12 , 490.44 , 568.48 , 751.92 
,,,,,,,,,,
Net Block, 229.50 , 102.40 , 111.81 , 129.02 , 128.42 , 131.40 , 170.11 , 224.40 , 251.83 , 286.07 
Capital Work in Progress, 3.16 , 1.92 , 0.39 , 0.66 , 1.01 , 1.01 , 24.72 , 2.23 , 11.26 , 5.15 
Investments, 0.01 , 0.01 , 10.62 , 10.62 , 10.62 , 10.62 , 10.62 , 10.62 , 10.63 , 11.33 
Other Assets, 113.11 , 65.62 , 79.29 , 140.47 , 147.59 , 179.81 , 244.67 , 253.19 , 294.76 , 449.37 
Total, 345.78 , 169.95 , 202.11 , 280.77 , 287.64 , 322.84 , 450.12 , 490.44 , 568.48 , 751.92 
,,,,,,,,,,
Working Capital, (27.66), 4.75 , 32.53 , 39.08 , 44.01 , 61.24 , 81.14 , 82.68 , 124.55 , 198.50 
Debtors, 52.67 , 39.08 , 46.75 , 86.11 , 86.00 , 110.63 , 147.25 , 155.19 , 168.34 , 275.39 
Inventory, 29.65 , 13.88 , 16.27 , 19.60 , 26.94 , 29.58 , 50.21 , 44.77 , 58.11 , 81.57 
,,,,,,,,,,
Debtor Days, 63.93 , 68.03 , 66.48 , 82.53 , 72.76 , 91.55 , 84.11 , 82.99 , 86.41 , 108.24 
Inventory Turnover, 10.14 , 15.11 , 15.78 , 19.43 , 16.01 , 14.91 , 12.73 , 15.25 , 12.24 , 11.38 
,,,,,,,,,,
Return on Equity,-25%,25%,23%,27%,21%,14%,15%,14%,14%,14%
Return on Capital Emp,,15%,21%,24%,20%,17%,20%,18%,17%,18%
,,,,,,,,,,
