FILATEX INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 17.14 , 17.14 , 17.14 , 24.00 , 24.00 , 28.24 , 32.00 , 32.00 , 43.50 , 43.50 
Reserves, 55.27 , 70.45 , 87.47 , 121.81 , 125.56 , 123.83 , 138.33 , 164.60 , 281.29 , 341.38 
Borrowings, 44.29 , 34.67 , 80.55 , 260.36 , 403.45 , 421.57 , 419.44 , 490.43 , 534.77 , 711.69 
Other Liabilities, 27.74 , 36.57 , 62.11 , 54.07 , 209.25 , 229.64 , 154.05 , 228.45 , 268.82 , 425.02 
Total, 144.44 , 158.83 , 247.27 , 460.24 , 762.26 , 803.28 , 743.82 , 915.48 ," 1,128.38 "," 1,521.59 "
,,,,,,,,,,
Net Block, 90.04 , 94.53 , 105.51 , 177.02 , 398.90 , 398.80 , 388.29 , 492.36 , 628.53 , 944.52 
Capital Work in Progress, 2.44 , 6.71 , 33.23 , 184.74 , 3.85 , 0.59 , 2.36 , 18.02 , 5.73 , 6.77 
Investments, 2.78 , -   , -   , 0.01 , -   , -   , -   , 0.01 , 0.08 , 0.07 
Other Assets, 49.18 , 57.59 , 108.53 , 98.47 , 359.51 , 403.89 , 353.17 , 405.09 , 494.04 , 570.23 
Total, 144.44 , 158.83 , 247.27 , 460.24 , 762.26 , 803.28 , 743.82 , 915.48 ," 1,128.38 "," 1,521.59 "
,,,,,,,,,,
Working Capital, 21.44 , 21.02 , 46.42 , 44.40 , 150.26 , 174.25 , 199.12 , 176.64 , 225.22 , 145.21 
Debtors, 10.92 , 19.72 , 27.00 , 26.67 , 137.54 , 214.37 , 149.10 , 216.36 , 199.45 , 170.52 
Inventory, 13.75 , 27.20 , 51.01 , 49.10 , 90.41 , 66.76 , 118.52 , 98.57 , 149.14 , 193.70 
,,,,,,,,,,
Debtor Days, 11.10 , 18.03 , 20.26 , 20.56 , 40.76 , 44.22 , 34.60 , 61.78 , 47.01 , 32.18 
Inventory Turnover, 26.11 , 14.68 , 9.54 , 9.64 , 13.62 , 26.50 , 13.27 , 12.97 , 10.38 , 9.98 
,,,,,,,,,,
Return on Equity,9%,20%,18%,9%,2%,-5%,6%,13%,12%,16%
Return on Capital Emp,,26%,22%,8%,6%,5%,12%,13%,15%,14%
,,,,,,,,,,
