G M BREWERIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Mar-19,Trailing,Best Case,Worst Case
Sales, 219.64 , 231.63 , 256.98 , 472.62 , 288.64 , 307.34 , 359.58 , 375.21 , 425.88 , 464.01 , 464.13 , 505.55 , 504.23 
Expenses, 302.81 , 313.73 , 408.43 , 446.50 , 442.83 , 477.92 , 594.11 , 678.76 , 318.29 , 347.14 , 347.13 , 378.11 , 467.08 
Operating Profit, (83.17), (82.10), (151.45), 26.12 , (154.19), (170.58), (234.53), (303.55), 107.59 , 116.87 , 117.00 , 127.44 , 37.14 
Other Income, 0.25 , 2.82 , 3.32 , 1.41 , 0.56 , 2.36 , 9.51 , 3.97 , 9.72 , 13.74 , 13.62 , -   , -   
Depreciation, 3.63 , 3.58 , 3.82 , 4.08 , 4.58 , 5.56 , 5.41 , 5.67 , 5.99 , 7.33 , 7.33 , 7.33 , 7.33 
Interest, 1.98 , 2.49 , 2.73 , 2.48 , 5.79 , 6.79 , 12.27 , 0.21 , 0.03 , 0.07 , 0.07 , 0.07 , 0.07 
Profit before tax, 10.21 , 31.67 , 20.87 , 20.96 , 32.64 , 28.46 , 87.80 , 67.00 , 111.29 , 123.20 , 123.22 , 120.04 , 29.74 
Tax, 3.55 , 10.85 , 7.04 , 7.03 , 11.10 , 9.83 , 29.48 , 23.36 , 38.39 , 40.90 , 40.58 ,33%,33%
Net profit, 6.66 , 20.82 , 13.83 , 13.92 , 21.54 , 18.63 , 58.31 , 43.64 , 72.90 , 82.30 , 82.64 , 80.51 , 19.95 
EPS, 7.10 , 22.19 , 14.74 , 14.83 , 22.95 , 15.93 , 49.85 , 29.85 , 49.86 , 45.03 , 45.21 , 44.05 , 10.91 
Price to earning, 6.17 , 2.73 , 2.58 , 2.43 , 3.15 , 4.63 , 11.05 , 12.21 , 16.87 , 13.06 , 11.63 , 13.44 , 7.86 
Price, 43.77 , 60.58 , 37.96 , 36.06 , 72.20 , 73.76 , 550.85 , 364.43 , 841.00 , 588.07 , 525.70 , 592.07 , 85.82 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,28.08%,11.24%,16.92%,16.81%,10.86%,15.73%,5.02%,10.06%,6.02%,6.67%,,,
OPM,0.00%,0.00%,0.00%,5.53%,0.00%,0.00%,0.00%,0.00%,25.26%,25.19%,25.21%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.67%,8.81%,9.96%,8.87%,8.95%,8.95%,8.67%
,,,,,,OPM,7.37%,9.30%,11.62%,17.74%,25.21%,25.21%,7.37%
,,,,,,Price to Earning, 7.86 , 9.38 , 11.57 , 13.44 , 11.63 , 13.44 , 7.86 
