FORTIS HEALTHCARE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 174.46 , 209.82 , 265.45 , 281.28 , 352.97 , 368.90 , 610.65 , 611.59 , 645.12 , 659.48 , 656.49 , 676.61 , 674.09 
Expenses, 166.21 , 187.76 , 235.13 , 276.52 , 354.14 , 449.32 , 784.92 , 770.26 , 793.70 , 705.75 , 781.92 , 676.61 , 674.09 
Operating Profit, 8.25 , 22.06 , 30.32 , 4.76 , (1.17), (80.42), (174.27), (158.67), (148.58), (46.27), (125.43), -   , -   
Other Income, 18.60 , 41.15 , 175.54 , 311.67 , 190.57 , 229.64 , 220.57 , 170.45 , 166.01 , 77.20 , 524.41 , -   , -   
Depreciation, 11.54 , 10.78 , 10.40 , 12.11 , 23.47 , 17.00 , 27.13 , 25.42 , 26.62 , 28.88 , 27.14 , 27.14 , 27.14 
Interest, 21.95 , 22.28 , 53.65 , 102.93 , 133.86 , 90.78 , 80.63 , 65.12 , 106.36 , 63.74 , 192.27 , 192.27 , 192.27 
Profit before tax, (6.64), 30.15 , 141.81 , 201.39 , 32.07 , 41.43 , (35.87), (49.66), (114.04), (60.29), 179.57 , (219.41), (219.41)
Tax, 0.51 , -   , -   , -   , 14.83 , 17.44 , (1.97), (9.46), (39.34), 3.43 , 56.56 ,31%,31%
Net profit, (7.15), 30.15 , 141.81 , 201.39 , 17.25 , 23.99 , (33.91), (40.21), (74.70), (63.72), 123.01 , (150.30), (150.30)
EPS, (0.32), 0.95 , 3.50 , 4.97 , 0.43 , 0.52 , (0.73), (0.87), (1.44), (1.23), 1.63 , (1.99), (1.99)
Price to earning, (221.10), 176.72 , 45.31 , 21.06 , 233.02 , 191.97 , (226.35), (205.68), (137.24), (118.28), 78.71 , 78.71 , 78.71 
Price, 69.74 , 167.91 , 158.61 , 104.66 , 99.20 , 99.51 , 165.85 , 178.58 , 198.02 , 145.31 , 128.25 , (156.70), (156.70)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,4.73%,10.51%,11.42%,1.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,15.92%,13.88%,13.32%,2.60%,2.23%,2.60%,2.23%
,,,,,,OPM,1.56%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,Price to Earning, 124.46 , 131.19 , 135.34 , 78.71 , 78.71 , 78.71 , 78.71 
