L&T FINANCE HOLDINGS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 0.02 , 5.36 , 5.69 , 128.05 , 437.68 , 291.23 , 326.74 , 426.70 , 314.86 , 478.20 , 481.72 , 726.28 , 486.81 
Expenses, 0.04 , 2.49 , 5.13 , 25.97 , 43.28 , 28.12 , 35.53 , 32.15 , 23.82 , 17.79 , 20.28 , 30.58 , 43.21 
Operating Profit, (0.02), 2.87 , 0.56 , 102.08 , 394.40 , 263.11 , 291.21 , 394.55 , 291.04 , 460.41 , 461.44 , 695.70 , 443.60 
Other Income, -   , -   , -   , 1.38 , 0.92 , -   , 0.20 , 0.75 , 0.03 , 0.17 , 44.75 , -   , -   
Depreciation, -   , -   , -   , 0.01 , 0.10 , 0.11 , 0.13 , 0.13 , 0.05 , 0.02 , 0.11 , 0.11 , 0.11 
Interest, -   , -   , 0.34 , 14.55 , 27.77 , 66.11 , 39.24 , 27.08 , 45.92 , 65.87 , 202.05 , 202.05 , 202.05 
Profit before tax, (0.02), 2.87 , 0.22 , 88.90 , 367.46 , 196.90 , 252.03 , 368.10 , 245.11 , 394.69 , 304.03 , 493.54 , 241.44 
Tax, -   , 0.06 , 0.08 , 17.65 , 56.14 , 0.51 , (9.60), (9.95), (3.56), 26.85 , 36.97 ,12%,12%
Net profit, (0.02), 2.81 , 0.14 , 71.25 , 311.33 , 196.38 , 261.63 , 378.04 , 248.66 , 367.84 , 267.06 , 433.53 , 212.08 
EPS, (0.10), 0.02 , 0.00 , 0.42 , 1.81 , 1.14 , 1.52 , 2.16 , 1.42 , 1.84 , 1.34 , 2.17 , 1.06 
Price to earning,  ,  ,  , 108.47 , 41.33 , 60.38 , 42.19 , 32.64 , 88.20 , 91.11 , 97.90 , 97.90 , 68.74 
Price, -   , -   , -   , 45.07 , 74.96 , 69.00 , 64.17 , 70.37 , 124.91 , 167.93 , 130.75 , 212.25 , 72.90 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,41.36%,65.63%,52.60%,37.10%,56.49%,54.25%,,,
OPM,0.00%,53.54%,9.84%,79.72%,90.11%,90.34%,89.13%,92.47%,92.43%,96.28%,95.79%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,206.56%,88.33%,1.79%,13.54%,51.88%,51.88%,1.79%
,,,,,,OPM,91.12%,91.40%,92.52%,93.95%,95.79%,95.79%,91.12%
,,,,,,Price to Earning, 70.28 , 70.28 , 68.74 , 77.46 , 97.90 , 97.90 , 68.74 
