JOCIL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 193.42 , 301.66 , 382.96 , 391.47 , 407.65 , 375.12 , 330.53 , 392.93 , 375.78 , 341.47 , 397.51 , 397.51 , 327.63 
Expenses, 175.10 , 267.37 , 348.60 , 363.00 , 372.35 , 348.73 , 305.48 , 361.41 , 360.23 , 330.71 , 382.47 , 376.80 , 315.24 
Operating Profit, 18.32 , 34.29 , 34.36 , 28.47 , 35.30 , 26.39 , 25.05 , 31.52 , 15.55 , 10.76 , 15.04 , 20.71 , 12.40 
Other Income, 2.46 , 3.44 , 3.64 , 2.58 , 1.63 , 1.90 , 2.36 , 5.01 , 3.42 , 2.15 , 2.54 , -   , -   
Depreciation, 5.23 , 5.11 , 6.82 , 8.88 , 10.01 , 10.26 , 6.67 , 8.04 , 7.07 , 6.53 , 6.05 , 6.05 , 6.05 
Interest, 0.34 , 0.55 , 2.72 , 3.57 , 3.97 , 1.73 , 1.06 , 1.19 , 1.73 , 1.42 , 1.35 , 1.35 , 1.35 
Profit before tax, 15.21 , 32.07 , 28.46 , 18.60 , 22.95 , 16.31 , 19.68 , 27.30 , 10.18 , 4.95 , 10.18 , 13.31 , 5.00 
Tax, 5.52 , 10.71 , 9.03 , 6.10 , 8.32 , 4.97 , 6.57 , 9.20 , 1.98 , 0.84 , 1.72 ,17%,17%
Net profit, 9.69 , 21.36 , 19.43 , 12.50 , 14.62 , 11.33 , 13.11 , 18.09 , 8.21 , 4.10 , 8.47 , 11.06 , 4.15 
EPS, 21.82 , 48.09 , 43.75 , 14.07 , 16.46 , 12.76 , 14.76 , 20.37 , 9.24 , 4.62 , 9.54 , 12.45 , 4.68 
Price to earning, 2.11 , 2.83 , 3.41 , 6.81 , 5.44 , 7.65 , 7.41 , 8.73 , 18.20 , 34.30 , 10.90 , 18.03 , 9.80 
Price, 46.12 , 135.99 , 149.26 , 95.92 , 89.56 , 97.59 , 109.35 , 177.82 , 168.23 , 158.33 , 103.95 , 224.53 , 45.82 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,36.64%,20.79%,18.27%,35.52%,36.46%,39.19%,40.66%,34.38%,32.40%,43.41%,,,
OPM,9.47%,11.37%,8.97%,7.27%,8.66%,7.04%,7.58%,8.02%,4.14%,3.15%,3.78%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.52%,-1.62%,-3.48%,1.09%,16.41%,16.41%,-3.48%
,,,,,,OPM,7.44%,6.62%,6.02%,5.21%,3.78%,5.21%,3.78%
,,,,,,Price to Earning, 9.80 , 12.43 , 14.53 , 18.03 , 10.90 , 18.03 , 9.80 
