DHUNSERI INVESTMENTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, -   , 4.85 , 15.87 , 9.19 , 8.36 , 9.77 , 36.68 , 32.34 , 14.81 , 15.67 , 13.00 , 16.58 , 12.46 
Expenses, -   , -   , 0.66 , 0.74 , 0.84 , 1.03 , 10.61 , 13.52 , 1.35 , 1.20 , 0.90 , 1.15 , 3.19 
Operating Profit, -   , 4.85 , 15.21 , 8.45 , 7.52 , 8.74 , 26.07 , 18.82 , 13.46 , 14.47 , 12.10 , 15.43 , 9.27 
Other Income, -   , -   , -   , -   , -   , 0.02 , (0.76), -   , 0.01 , -   , -   , -   , -   
Depreciation, -   , 0.09 , 0.10 , 0.12 , 0.13 , 0.14 , 0.15 , 0.14 , 0.13 , 0.12 , 0.12 , 0.12 , 0.12 
Interest, -   , -   , -   , 0.02 , 0.03 , -   , -   , -   , -   , -   , -   , -   , -   
Profit before tax, -   , 4.76 , 15.11 , 8.31 , 7.35 , 8.62 , 25.17 , 18.69 , 13.35 , 14.35 , 11.98 , 15.31 , 9.15 
Tax, -   , 0.26 , 2.00 , 0.55 , 0.41 , 0.65 , 4.22 , 1.49 , 0.50 , 1.68 , 0.61 ,5%,5%
Net profit, -   , 4.50 , 13.11 , 7.76 , 6.94 , 7.98 , 20.94 , 17.20 , 12.84 , 12.67 , 11.37 , 14.53 , 8.69 
EPS, -   , 900.00 , 22.39 , 13.25 , 11.85 , 13.63 , 38.27 , 28.21 , 21.06 , 20.78 , 18.65 , 23.83 , 14.25 
Price to earning,  ,  , 3.84 , 4.93 , 4.54 , 4.36 , 2.65 , 5.02 , 9.33 , 19.17 , 14.47 , 14.47 , 7.59 
Price, -   , -   , 85.97 , 65.34 , 53.85 , 59.38 , 101.36 , 141.55 , 196.52 , 398.36 , 269.80 , 344.84 , 108.14 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.22%,5.57%,9.41%,10.52%,9.15%,3.92%,5.35%,7.17%,7.26%,,,
OPM,0.00%,100.00%,95.84%,91.95%,89.95%,89.46%,71.07%,58.19%,90.88%,92.34%,93.08%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,,-0.18%,13.39%,-24.69%,5.81%,5.81%,-24.69%
,,,,,,OPM,79.70%,76.90%,74.64%,74.42%,93.08%,93.08%,74.42%
,,,,,,Price to Earning, 7.59 , 8.06 , 9.17 , 12.00 , 14.47 , 14.47 , 7.59 
