ARIHANT SUPERSTRUCTURES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, -   , 12.74 , 101.65 , 64.54 , 69.69 , 48.34 , 58.63 , 83.08 , 128.79 , 105.06 , 74.03 , 127.61 , 91.42 
Expenses, 0.04 , 9.96 , 91.40 , 51.87 , 62.24 , 44.23 , 45.83 , 58.16 , 82.78 , 84.48 , 60.64 , 90.76 , 74.88 
Operating Profit, (0.04), 2.78 , 10.25 , 12.67 , 7.45 , 4.11 , 12.80 , 24.92 , 46.01 , 20.58 , 13.39 , 36.85 , 16.54 
Other Income, 0.08 , 0.15 , 2.57 , 4.29 , 8.80 , 7.98 , 6.13 , 4.38 , 2.44 , 2.15 , 2.90 , -   , -   
Depreciation, -   , -   , 0.11 , 0.28 , 0.33 , 0.35 , 0.53 , 0.60 , 0.58 , 0.62 , 0.71 , 0.71 , 0.71 
Interest, -   , 0.94 , 1.90 , 4.85 , 8.66 , 7.56 , 4.20 , 3.56 , 7.59 , 6.30 , 10.54 , 10.54 , 10.54 
Profit before tax, 0.04 , 1.99 , 10.81 , 11.83 , 7.26 , 4.20 , 14.33 , 25.14 , 40.28 , 15.82 , 5.04 , 25.60 , 5.29 
Tax, 0.01 , 0.68 , 3.55 , 3.83 , 2.35 , 1.41 , 4.61 , 8.02 , 13.66 , 5.48 , 0.87 ,17%,17%
Net profit, 0.03 , 1.31 , 7.26 , 8.00 , 4.91 , 2.80 , 9.72 , 17.13 , 26.62 , 10.34 , 4.15 , 21.18 , 4.37 
EPS, 1.20 , 0.88 , 2.65 , 2.92 , 1.19 , 0.68 , 2.36 , 4.16 , 6.47 , 2.51 , 1.01 , 5.15 , 1.06 
Price to earning,  , 4.87 , 18.06 , 16.87 , 41.43 , 53.30 , 15.54 , 19.23 , 20.54 , 53.31 , 57.38 , 57.38 , 30.05 
Price, -   , 4.27 , 47.80 , 49.19 , 49.43 , 36.26 , 36.69 , 80.04 , 132.82 , 133.91 , 57.85 , 295.20 , 31.93 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,33.33%,31.30%,11.29%,6.88%,16.70%,36.79%,12.65%,21.60%,15.48%,19.92%,,,
OPM,0.00%,21.82%,10.08%,19.63%,10.69%,8.50%,21.83%,30.00%,35.72%,19.59%,18.09%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,,0.47%,8.56%,21.46%,-18.43%,21.46%,-18.43%
,,,,,,OPM,21.05%,23.03%,25.58%,28.87%,18.09%,28.87%,18.09%
,,,,,,Price to Earning, 30.05 , 34.70 , 36.55 , 37.61 , 57.38 , 57.38 , 30.05 
