JVL AGRO INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-08,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Trailing,Best Case,Worst Case
Sales," 1,147.14 "," 1,382.12 "," 1,234.14 "," 2,180.79 "," 2,958.23 "," 3,811.08 "," 4,350.47 "," 4,403.88 "," 4,110.07 "," 3,857.18 "," 3,190.73 "," 3,705.51 "," 3,660.86 "
Expenses," 1,129.15 "," 1,344.29 "," 1,181.51 "," 2,119.15 "," 2,885.26 "," 3,732.08 "," 4,285.78 "," 4,327.90 "," 4,012.81 "," 3,771.35 "," 3,418.62 "," 3,627.91 "," 3,660.86 "
Operating Profit, 17.99 , 37.83 , 52.63 , 61.64 , 72.97 , 79.00 , 64.69 , 75.98 , 97.26 , 85.83 , (227.89), 77.60 , -   
Other Income, 12.96 , 9.37 , 10.49 , 24.50 , 30.83 , 32.56 , 59.28 , 47.81 , 42.35 , 38.12 , 16.53 , -   , -   
Depreciation, 3.18 , 3.93 , 6.51 , 8.61 , 9.64 , 10.21 , 18.75 , 16.24 , 17.90 , 17.95 , 19.80 , 19.80 , 19.80 
Interest, 5.84 , 8.21 , 18.17 , 17.50 , 21.63 , 24.13 , 35.20 , 42.07 , 64.50 , 69.50 , 93.92 , 93.92 , 93.92 
Profit before tax, 29.67 , 35.06 , 38.44 , 60.03 , 72.53 , 77.22 , 70.02 , 65.48 , 57.21 , 36.50 , (325.08), (36.12), (113.72)
Tax, 5.99 , 9.20 , 9.22 , 10.01 , 15.64 , 16.85 , 8.76 , 2.85 , 9.62 , 4.11 , (405.35),0%,0%
Net profit, 23.68 , 25.86 , 29.22 , 50.02 , 56.89 , 60.37 , 61.26 , 62.63 , 47.59 , 32.39 , 80.27 , (36.12), (113.72)
EPS, 3.16 , 3.45 , 2.27 , 3.89 , 4.05 , 3.60 , 3.65 , 3.73 , 2.83 , 1.93 , 4.78 , (2.15), (6.77)
Price to earning, 4.16 , 2.25 , 5.98 , 5.49 , 4.19 , 3.30 , 2.83 , 4.54 , 6.82 , 11.03 , 0.32 , 5.68 , 0.32 
Price, 13.12 , 7.76 , 13.60 , 21.37 , 16.98 , 11.87 , 10.31 , 16.95 , 19.33 , 21.28 , 1.55 , (12.22), (2.20)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,6.33%,2.90%,6.61%,5.14%,4.94%,4.77%,5.48%,5.36%,3.53%,0.00%,,,
OPM,1.57%,2.74%,4.26%,2.83%,2.47%,2.07%,1.49%,1.73%,2.37%,2.23%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,14.42%,17.68%,5.45%,-3.93%,-6.15%,-3.93%,-6.15%
,,,,,,OPM,2.19%,2.09%,1.96%,2.09%,0.00%,2.09%,0.00%
,,,,,,Price to Earning, 4.63 , 4.82 , 4.81 , 5.68 , 0.32 , 5.68 , 0.32 
