GTN INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 11.55 , 11.55 , 17.55 , 17.55 , 17.55 , 17.55 , 17.55 , 17.55 , 17.55 , 17.55 
Reserves, 29.77 , 23.61 , 34.51 , 25.22 , 8.85 , 7.98 , 37.82 , 33.40 , 40.63 , 47.98 
Borrowings, 195.12 , 207.29 , 206.01 , 198.05 , 205.17 , 199.28 , 144.25 , 147.85 , 148.42 , 183.65 
Other Liabilities, 58.70 , 50.45 , 68.51 , 62.64 , 81.80 , 75.27 , 68.72 , 52.17 , 60.51 , 73.21 
Total, 295.14 , 292.90 , 326.58 , 303.46 , 313.37 , 300.08 , 268.34 , 250.97 , 267.11 , 322.39 
,,,,,,,,,,
Net Block, 173.15 , 160.62 , 153.43 , 151.53 , 143.59 , 136.43 , 150.88 , 155.83 , 149.08 , 170.48 
Capital Work in Progress, 1.15 , 0.30 , 4.10 , 0.01 , 0.12 , 0.80 , 0.43 , 0.32 , 0.12 , 0.07 
Investments, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Assets, 120.84 , 131.98 , 169.05 , 151.92 , 169.66 , 162.85 , 117.03 , 94.82 , 117.91 , 151.84 
Total, 295.14 , 292.90 , 326.58 , 303.46 , 313.37 , 300.08 , 268.34 , 250.97 , 267.11 , 322.39 
,,,,,,,,,,
Working Capital, 62.14 , 81.53 , 100.54 , 89.28 , 87.86 , 87.58 , 48.31 , 42.65 , 57.40 , 78.63 
Debtors, 18.87 , 20.37 , 30.36 , 19.20 , 44.26 , 27.64 , 15.58 , 10.73 , 14.47 , 32.19 
Inventory, 61.68 , 64.89 , 92.82 , 88.99 , 76.32 , 74.52 , 56.84 , 56.78 , 59.17 , 63.26 
,,,,,,,,,,
Debtor Days, 35.30 , 28.22 , 27.76 , 18.43 , 38.26 , 17.96 , 13.91 , 13.98 , 18.62 , 39.76 
Inventory Turnover, 3.16 , 4.06 , 4.30 , 4.27 , 5.53 , 7.54 , 7.19 , 4.93 , 4.79 , 4.67 
,,,,,,,,,,
Return on Equity,-45%,-17%,18%,-21%,-62%,-3%,-23%,-9%,-8%,-10%
Return on Capital Emp,,3%,15%,1%,1%,9%,4%,7%,6%,6%
,,,,,,,,,,
