EON ELECTRIC LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 241.94 , 222.51 , 29.70 , 54.41 , 152.38 , 130.82 , 125.33 , 169.51 , 181.01 , 157.88 , 95.31 , 170.51 , 145.70 
Expenses, 216.34 , 206.39 , 82.84 , 79.24 , 175.26 , 152.56 , 147.91 , 170.45 , 173.58 , 148.64 , 108.05 , 164.92 , 145.70 
Operating Profit, 25.60 , 16.12 , (53.14), (24.83), (22.88), (21.74), (22.58), (0.94), 7.43 , 9.24 , (12.74), 5.59 , -   
Other Income, 4.89 , 12.93 , 406.18 , 11.67 , 8.48 , 6.14 , 12.78 , 8.06 , 7.17 , 5.14 , 7.35 , -   , -   
Depreciation, 6.61 , 7.00 , 3.87 , 3.15 , 2.46 , 2.99 , 2.12 , 2.14 , 2.11 , 2.16 , 2.07 , 2.07 , 2.07 
Interest, 16.52 , 18.15 , 3.54 , 0.59 , 2.52 , 5.61 , 7.40 , 9.19 , 9.29 , 11.37 , 11.29 , 11.29 , 11.29 
Profit before tax, 7.36 , 3.92 , 345.65 , (16.76), (19.14), (24.09), (18.97), (4.15), 3.17 , 0.88 , (18.75), (7.77), (13.36)
Tax, 1.73 , 1.07 , 79.61 , 0.17 , 0.65 , (0.65), 1.47 , (0.13), (0.40), 0.45 , (0.60),0%,0%
Net profit, 5.63 , 2.85 , 266.04 , (16.93), (19.80), (23.44), (20.44), (4.02), 3.57 , 0.44 , (18.15), (7.77), (13.36)
EPS, 1.84 , 0.88 , 78.47 , (5.27), (12.33), (14.60), (12.73), (2.50), 2.22 , 0.26 , (10.74), (4.60), (7.90)
Price to earning, 10.13 , 51.16 , 0.64 , (5.04), (2.07), (1.39), (3.31), (26.02), 32.53 , 324.62 , -   , 178.57 , -   
Price, 18.63 , 45.26 , 50.16 , 26.59 , 25.47 , 20.29 , 42.16 , 65.13 , 72.32 , 84.50 , 33.95 , (820.85), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,6.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,10.58%,7.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.10%,5.85%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-4.63%,26.96%,0.71%,8.00%,-12.78%,8.00%,-12.78%
,,,,,,OPM,3.98%,1.72%,2.18%,3.28%,0.00%,3.28%,0.00%
,,,,,,Price to Earning, 83.81 , 178.57 , 178.57 , 178.57 , -   , 178.57 , -   
