KHAITAN (INDIA) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 4.75 , 4.75 , 4.75 , 4.75 , 4.75 , 4.75 , 4.75 , 4.75 , 4.75 , 4.75 
Reserves, 63.66 , 60.16 , 54.35 , 52.26 , 50.28 , 48.44 , 41.91 , 34.35 , 37.06 , 32.37 
Borrowings, 24.89 , 29.98 , 40.34 , 40.49 , 42.28 , 43.64 , 46.67 , 46.08 , 33.08 , 36.62 
Other Liabilities, 14.38 , 11.44 , 9.82 , 12.30 , 8.13 , 9.87 , 9.53 , 10.34 , 19.85 , 40.49 
Total, 107.68 , 106.33 , 109.26 , 109.80 , 105.44 , 106.70 , 102.86 , 95.52 , 94.74 , 114.23 
,,,,,,,,,,
Net Block, 66.38 , 64.59 , 63.93 , 63.24 , 62.57 , 61.94 , 59.43 , 58.16 , 56.20 , 54.14 
Capital Work in Progress, 0.02 , -   , -   , -   , -   , -   , -   , 0.03 , -   , -   
Investments, 16.55 , 16.55 , 16.55 , 16.53 , 16.50 , 16.50 , 16.50 , 13.32 , 13.32 , 11.08 
Other Assets, 24.73 , 25.19 , 28.78 , 30.03 , 26.37 , 28.26 , 26.93 , 24.01 , 25.22 , 49.01 
Total, 107.68 , 106.33 , 109.26 , 109.80 , 105.44 , 106.70 , 102.86 , 95.52 , 94.74 , 114.23 
,,,,,,,,,,
Working Capital, 10.35 , 13.75 , 18.96 , 17.73 , 18.24 , 18.39 , 17.40 , 13.67 , 5.37 , 8.52 
Debtors, 5.03 , 5.90 , 3.93 , 0.60 , 0.81 , 0.65 , 0.69 , 0.60 , 1.87 , 22.48 
Inventory, 9.86 , 10.70 , 13.55 , 13.18 , 14.13 , 15.38 , 13.70 , 10.62 , 2.49 , 8.99 
,,,,,,,,,,
Debtor Days, 95.13 , 121.60 , 61.30 , 8.44 , 11.62 , 7.99 , 9.45 , 24.01 , 43.36 , 103.76 
Inventory Turnover, 1.96 , 1.66 , 1.73 , 1.97 , 1.80 , 1.93 , 1.95 , 0.86 , 6.32 , 8.80 
,,,,,,,,,,
Return on Equity,0%,-5%,-10%,-4%,-3%,-3%,-12%,-19%,6%,4%
Return on Capital Emp,,1%,-1%,4%,3%,3%,-1%,-3%,5%,5%
,,,,,,,,,,
