BROOKS LABORATORIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 2.58 , 4.65 , 9.89 , 16.19 , 16.19 , 16.19 , 16.19 , 16.19 , 16.19 , 16.19 
Reserves, 5.76 , 8.96 , 9.54 , 75.08 , 89.22 , 96.10 , 95.23 , 105.86 , 112.09 , 98.29 
Borrowings, 16.06 , 11.82 , 8.66 , 0.99 , 1.09 , 0.14 , 0.51 , 5.71 , 13.72 , 27.98 
Other Liabilities, 7.65 , 11.82 , 12.77 , 14.51 , 25.16 , 20.04 , 23.87 , 25.06 , 28.32 , 40.27 
Total, 32.05 , 37.25 , 40.86 , 106.77 , 131.66 , 132.47 , 135.80 , 152.82 , 170.32 , 182.73 
,,,,,,,,,,
Net Block, 17.06 , 19.38 , 19.09 , 22.13 , 20.65 , 20.15 , 15.68 , 16.34 , 125.95 , 124.64 
Capital Work in Progress, 0.06 , 0.02 , 0.63 , 33.88 , 35.52 , 37.16 , 52.86 , 86.86 , -   , 0.52 
Investments, 0.02 , 0.02 , 0.02 , 0.02 , 0.02 , 0.02 , 0.02 , 0.02 , 0.02 , 0.02 
Other Assets, 14.91 , 17.83 , 21.12 , 50.74 , 75.47 , 75.14 , 67.24 , 49.60 , 44.35 , 57.55 
Total, 32.05 , 37.25 , 40.86 , 106.77 , 131.66 , 132.47 , 135.80 , 152.82 , 170.32 , 182.73 
,,,,,,,,,,
Working Capital, 7.26 , 6.01 , 8.35 , 36.23 , 50.31 , 55.10 , 43.37 , 24.54 , 16.03 , 17.28 
Debtors, 7.17 , 8.55 , 6.96 , 10.76 , 21.68 , 16.46 , 19.29 , 18.91 , 10.69 , 10.18 
Inventory, 3.47 , 4.72 , 5.50 , 5.16 , 4.98 , 6.03 , 7.53 , 6.69 , 7.70 , 11.41 
,,,,,,,,,,
Debtor Days, 58.25 , 69.30 , 48.39 , 70.18 , 98.78 , 70.46 , 82.63 , 86.27 , 67.81 , 66.70 
Inventory Turnover, 12.95 , 9.54 , 9.55 , 10.84 , 16.09 , 14.14 , 11.32 , 11.96 , 7.47 , 4.88 
,,,,,,,,,,
Return on Equity,35%,38%,35%,10%,7%,6%,8%,9%,1%,-12%
Return on Capital Emp,,28%,33%,18%,10%,7%,10%,10%,3%,-11%
,,,,,,,,,,
