AMRUTANJAN HEALTH CARE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 87.01 , 86.05 , 99.02 , 128.39 , 128.14 , 131.45 , 154.43 , 174.37 , 206.89 , 223.17 , 253.73 , 253.73 , 251.16 
Expenses, 80.00 , 77.33 , 90.06 , 114.61 , 115.83 , 114.57 , 138.53 , 152.82 , 178.04 , 194.68 , 222.99 , 220.61 , 222.41 
Operating Profit, 7.01 , 8.72 , 8.96 , 13.78 , 12.31 , 16.88 , 15.90 , 21.55 , 28.85 , 28.49 , 30.74 , 33.12 , 28.76 
Other Income, 114.84 , 7.99 , 4.83 , 4.49 , 4.27 , 1.90 , 4.56 , 5.73 , 7.25 , 7.60 , 7.19 , -   , -   
Depreciation, 1.48 , 1.26 , 1.77 , 3.17 , 3.29 , 3.20 , 2.35 , 2.52 , 2.05 , 2.91 , 3.16 , 3.16 , 3.16 
Interest, 0.41 , 0.26 , 0.52 , 3.10 , 2.42 , 1.70 , 0.62 , 0.20 , 0.25 , 0.31 , 0.09 , 0.09 , 0.09 
Profit before tax, 123.61 , 18.91 , 15.86 , 18.57 , 17.80 , 21.26 , 26.39 , 34.57 , 33.78 , 32.88 , 34.68 , 29.87 , 25.51 
Tax, 30.75 , 7.10 , 5.18 , 5.33 , 5.68 , 6.73 , 9.27 , 12.15 , 11.99 , 12.91 , 10.17 ,29%,29%
Net profit, 92.86 , 11.81 , 10.68 , 13.24 , 12.12 , 14.52 , 17.12 , 22.42 , 21.80 , 19.97 , 24.51 , 21.11 , 18.03 
EPS, 29.94 , 3.90 , 3.52 , 4.53 , 4.15 , 4.97 , 5.86 , 7.67 , 7.46 , 6.83 , 8.39 , 7.22 , 6.17 
Price to earning, 1.15 , 24.26 , 18.89 , 17.26 , 15.36 , 13.93 , 42.31 , 28.17 , 44.18 , 42.52 , 38.37 , 38.37 , 26.04 
Price, 34.49 , 94.57 , 66.58 , 78.16 , 63.70 , 69.20 , 247.80 , 216.05 , 329.47 , 290.47 , 321.75 , 277.09 , 160.56 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,19.03%,38.44%,42.51%,33.08%,36.14%,32.16%,29.85%,25.07%,25.78%,22.28%,,,
OPM,8.06%,10.13%,9.05%,10.73%,9.61%,12.84%,10.30%,12.36%,13.94%,12.77%,12.12%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,11.03%,12.31%,11.74%,13.06%,13.69%,13.69%,11.03%
,,,,,,OPM,11.45%,12.01%,12.54%,13.05%,12.12%,13.05%,11.45%
,,,,,,Price to Earning, 26.04 , 30.26 , 34.91 , 38.31 , 38.37 , 38.37 , 26.04 
