ARIHANT SUPERSTRUCTURES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 0.25 , 14.94 , 27.44 , 27.44 , 41.16 , 41.16 , 41.16 , 41.16 , 41.16 , 41.16 
Reserves, 0.05 , 0.47 , 9.27 , 16.30 , 22.99 , 24.58 , 32.82 , 50.61 , 77.22 , 78.88 
Borrowings, -   , 0.25 , 22.75 , 71.26 , 66.76 , 40.80 , 37.13 , 62.40 , 77.70 , 79.80 
Other Liabilities, 0.11 , 22.28 , 37.13 , 11.60 , 41.22 , 65.13 , 86.20 , 99.66 , 81.55 , 75.57 
Total, 0.41 , 37.94 , 96.59 , 126.60 , 172.13 , 171.67 , 197.31 , 253.83 , 277.63 , 275.41 
,,,,,,,,,,
Net Block, -   , 0.51 , 2.45 , 2.40 , 2.64 , 2.57 , 2.07 , 2.68 , 5.16 , 3.97 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, -   , 0.04 , 2.15 , 2.08 , 0.14 , 1.14 , 1.10 , 5.23 , 0.22 , 0.22 
Other Assets, 0.41 , 37.39 , 91.99 , 122.12 , 169.35 , 167.96 , 194.14 , 245.92 , 272.25 , 271.22 
Total, 0.41 , 37.94 , 96.59 , 126.60 , 172.13 , 171.67 , 197.31 , 253.83 , 277.63 , 275.41 
,,,,,,,,,,
Working Capital, 0.30 , 15.11 , 54.86 , 110.52 , 128.13 , 102.83 , 107.94 , 146.26 , 190.70 , 195.65 
Debtors, 0.09 , 0.09 , 5.23 , 7.03 , -   , 1.88 , 3.76 , 7.49 , 25.95 , 32.05 
Inventory, -   , 14.17 , 17.72 , 37.38 , 60.77 , 80.03 , 120.70 , 157.97 , 178.43 , 170.06 
,,,,,,,,,,
Debtor Days, -   , 2.58 , 18.78 , 39.76 , -   , 14.20 , 23.41 , 32.91 , 73.54 , 111.35 
Inventory Turnover, -   , 0.90 , 5.74 , 1.73 , 1.15 , 0.60 , 0.49 , 0.53 , 0.72 , 0.62 
,,,,,,,,,,
Return on Equity,10%,9%,20%,18%,8%,4%,13%,19%,22%,9%
Return on Capital Emp,,37%,34%,19%,13%,10%,17%,22%,27%,11%
,,,,,,,,,,
