GODFREY PHILLIPS INDIA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,111.67 "," 1,382.59 "," 1,629.49 "," 1,910.44 "," 2,094.94 "," 2,477.16 "," 2,585.18 "," 2,325.27 "," 2,386.49 "," 2,311.58 "," 2,407.57 "," 2,407.57 "," 2,223.46 "
Expenses, 967.28 ," 1,239.65 "," 1,358.31 "," 1,589.26 "," 1,773.71 "," 2,120.52 "," 2,225.15 "," 2,004.12 "," 2,137.87 "," 2,053.73 "," 2,006.53 "," 2,006.53 "," 1,961.45 "
Operating Profit, 144.39 , 142.94 , 271.18 , 321.18 , 321.23 , 356.64 , 360.03 , 321.15 , 248.62 , 257.85 , 401.04 , 401.04 , 262.01 
Other Income, 55.40 , 65.26 , 23.86 , 30.33 , 30.61 , 13.27 , 32.78 , 36.81 , 46.72 , 73.61 , 64.97 , -   , -   
Depreciation, 28.02 , 33.91 , 40.00 , 62.63 , 88.00 , 86.55 , 102.26 , 102.20 , 94.13 , 95.65 , 96.14 , 96.14 , 96.14 
Interest, 5.86 , 6.90 , 13.57 , 31.65 , 26.92 , 28.69 , 19.14 , 10.12 , 3.45 , 1.51 , 0.89 , 0.89 , 0.89 
Profit before tax, 165.91 , 167.39 , 241.47 , 257.23 , 236.90 , 254.68 , 271.40 , 245.63 , 197.77 , 234.29 , 368.98 , 304.01 , 164.98 
Tax, 57.00 , 49.01 , 75.44 , 75.87 , 67.43 , 84.04 , 88.31 , 73.95 , 61.43 , 73.53 , 120.29 ,33%,33%
Net profit, 108.91 , 118.38 , 166.03 , 181.36 , 169.48 , 170.64 , 183.08 , 171.66 , 136.35 , 160.76 , 248.69 , 204.90 , 111.19 
EPS, 20.95 , 22.77 , 31.93 , 34.88 , 32.60 , 32.82 , 35.21 , 33.02 , 26.22 , 30.92 , 47.83 , 39.41 , 21.39 
Price to earning, 7.88 , 16.74 , 12.13 , 20.54 , 15.64 , 20.07 , 13.84 , 33.89 , 43.72 , 28.30 , 21.53 , 31.86 , 21.30 
Price, 165.09 , 381.12 , 387.48 , 716.34 , 509.69 , 658.76 , 487.19 ," 1,118.94 "," 1,146.57 ", 874.87 ," 1,029.60 "," 1,255.50 ", 455.47 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,23.87%,21.96%,21.92%,22.94%,24.55%,24.38%,22.72%,24.23%,30.51%,25.88%,,,
OPM,12.99%,10.34%,16.64%,16.81%,15.33%,14.40%,13.93%,13.81%,10.42%,11.15%,16.66%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.47%,5.12%,1.99%,-3.66%,4.15%,4.15%,-3.66%
,,,,,,OPM,13.58%,13.59%,12.78%,11.78%,16.66%,16.66%,11.78%
,,,,,,Price to Earning, 21.30 , 24.69 , 26.89 , 31.86 , 21.53 , 31.86 , 21.30 
