APL APOLLO TUBES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 20.30 , 20.30 , 20.30 , 21.30 , 22.32 , 23.44 , 23.44 , 23.44 , 23.59 , 23.73 
Reserves, 163.40 , 175.89 , 196.54 , 236.92 , 274.46 , 302.08 , 318.38 , 323.79 , 787.14 , 881.86 
Borrowings, 137.23 , 107.56 , 172.78 , 204.26 , 313.85 , 374.71 , 390.11 , 461.05 , 458.10 , 737.81 
Other Liabilities, 20.39 , 34.41 , 67.01 , 93.44 , 122.58 , 126.15 , 126.59 , 260.65 , 582.21 , 511.03 
Total, 341.32 , 338.16 , 456.63 , 555.92 , 733.21 , 826.38 , 858.52 ," 1,068.93 "," 1,851.04 "," 2,154.43 "
,,,,,,,,,,
Net Block, 39.51 , 69.66 , 103.88 , 124.12 , 185.46 , 241.58 , 295.19 , 332.05 , 504.82 , 716.77 
Capital Work in Progress, 8.97 , 20.12 , 11.29 , 33.92 , 8.27 , 17.92 , 23.68 , 25.52 , 116.96 , 39.57 
Investments, 45.55 , 43.51 , 79.02 , 76.81 , 77.97 , 86.60 , 88.10 , 89.89 , 391.16 , 391.83 
Other Assets, 247.29 , 204.87 , 262.44 , 321.07 , 461.51 , 480.28 , 451.55 , 621.47 , 838.10 ," 1,006.26 "
Total, 341.32 , 338.16 , 456.63 , 555.92 , 733.21 , 826.38 , 858.52 ," 1,068.93 "," 1,851.04 "," 2,154.43 "
,,,,,,,,,,
Working Capital, 226.90 , 170.46 , 195.43 , 227.63 , 338.93 , 354.13 , 324.96 , 360.82 , 255.89 , 495.23 
Debtors, 39.81 , 39.84 , 80.68 , 122.89 , 165.44 , 182.25 , 115.92 , 263.14 , 252.86 , 339.02 
Inventory, 31.21 , 59.22 , 97.22 , 92.99 , 177.55 , 180.71 , 183.35 , 262.35 , 362.30 , 503.68 
,,,,,,,,,,
Debtor Days, 37.40 , 38.48 , 49.98 , 41.63 , 37.54 , 33.15 , 20.47 , 32.56 , 29.71 , 28.54 
Inventory Turnover, 12.45 , 6.38 , 6.06 , 11.59 , 9.06 , 11.11 , 11.27 , 11.24 , 8.57 , 8.61 
,,,,,,,,,,
Return on Equity,0%,9%,12%,11%,12%,8%,9%,9%,11%,12%
Return on Capital Emp,,12%,15%,16%,16%,13%,13%,12%,18%,16%
,,,,,,,,,,
