KARNATAKA BANK LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,948.76 "," 1,975.97 "," 2,370.85 "," 3,101.00 "," 3,764.29 "," 4,188.83 "," 4,698.42 "," 4,992.21 "," 5,185.40 "," 5,423.75 "," 5,905.96 "," 5,905.96 "," 5,713.24 "
Expenses, 407.27 , 434.90 , 646.31 , 767.90 , 811.47 ," 1,127.47 "," 1,130.32 "," 1,274.60 "," 1,781.96 "," 2,451.55 "," 2,299.27 "," 2,085.12 "," 2,224.24 "
Operating Profit," 1,541.49 "," 1,541.07 "," 1,724.54 "," 2,333.10 "," 2,952.82 "," 3,061.36 "," 3,568.10 "," 3,717.61 "," 3,403.44 "," 2,972.20 "," 3,606.69 "," 3,820.84 "," 3,489.00 "
Other Income, 321.79 , 378.71 , 291.75 , 346.27 , 395.95 , 505.58 , 506.71 , 541.97 , 809.05 , 954.11 ," 1,001.96 ", -   , -   
Depreciation, 19.84 , 22.23 , 22.99 , 21.91 , 24.03 , 25.53 , (14.17), 42.23 , 49.75 , 50.06 , -   , -   , -   
Interest," 1,443.83 "," 1,707.79 "," 1,758.36 "," 2,368.87 "," 2,860.56 "," 3,132.76 "," 3,529.57 "," 3,689.34 "," 3,694.78 "," 3,566.10 "," 4,000.84 "," 4,000.84 "," 4,000.84 "
Profit before tax, 399.61 , 189.76 , 234.94 , 288.59 , 464.18 , 408.65 , 559.40 , 528.01 , 467.95 , 310.15 , 607.81 , (180.00), (511.84)
Tax, 132.91 , 22.64 , 30.33 , 42.52 , 116.10 , 97.62 , 107.95 , 112.71 , 15.69 , (15.45), 130.57 ,21%,21%
Net profit, 266.70 , 167.12 , 204.61 , 246.07 , 348.08 , 311.03 , 451.45 , 415.29 , 452.26 , 325.61 , 477.24 , (141.33), (401.89)
EPS, 21.93 , 12.47 , 10.87 , 13.07 , 18.48 , 16.51 , 23.95 , 22.03 , 16.00 , 11.52 , 16.89 , (5.00), (14.22)
Price to earning, 2.77 , 8.08 , 8.72 , 5.83 , 6.14 , 5.91 , 4.34 , 3.97 , 9.47 , 10.56 , 6.90 , 7.72 , 6.61 
Price, 60.81 , 100.81 , 94.76 , 76.22 , 113.51 , 97.48 , 103.93 , 87.40 , 151.53 , 121.57 , 116.55 , (38.63), (93.97)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,27.35%,32.07%,27.59%,26.78%,21.64%,24.23%,20.87%,22.69%,25.00%,26.04%,,,
OPM,79.10%,77.99%,72.74%,75.24%,78.44%,73.08%,75.94%,74.47%,65.64%,54.80%,61.07%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,12.05%,12.55%,7.58%,4.90%,8.89%,8.89%,4.90%
,,,,,,OPM,71.22%,70.19%,68.29%,64.69%,61.07%,64.69%,61.07%
,,,,,,Price to Earning, 6.61 , 6.64 , 6.86 , 7.72 , 6.90 , 7.72 , 6.61 
