HINDUJA GLOBAL SOLUTIONS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 20.54 , 20.59 , 20.59 , 20.59 , 20.59 , 20.62 , 20.72 , 20.73 , 20.74 , 20.80 
Reserves, 544.33 , 593.11 , 620.60 , 632.88 , 644.02 , 747.12 , 792.58 , 912.03 , 969.15 ," 1,081.96 "
Borrowings, 87.02 , 51.40 , 60.95 , 130.61 , 141.20 , 158.36 , 110.19 , 279.00 , 156.91 , 141.57 
Other Liabilities, 133.89 , 137.30 , 145.01 , 153.99 , 165.08 , 161.68 , 193.72 , 238.78 , 272.04 , 326.03 
Total, 785.78 , 802.40 , 847.15 , 938.07 , 970.89 ," 1,087.78 "," 1,117.21 "," 1,450.54 "," 1,418.84 "," 1,570.36 "
,,,,,,,,,,
Net Block, 195.32 , 194.99 , 189.56 , 203.97 , 192.19 , 217.09 , 242.61 , 322.03 , 316.28 , 278.79 
Capital Work in Progress, 2.17 , 0.74 , -   , 0.09 , 2.73 , 0.53 , 1.46 , 1.94 , 1.00 , 0.68 
Investments, 390.05 , 390.06 , 394.71 , 434.59 , 447.88 , 447.24 , 436.43 , 438.47 , 433.62 , 439.44 
Other Assets, 198.24 , 216.61 , 262.88 , 299.42 , 328.09 , 422.92 , 436.71 , 688.10 , 667.94 , 851.45 
Total, 785.78 , 802.40 , 847.15 , 938.07 , 970.89 ," 1,087.78 "," 1,117.21 "," 1,450.54 "," 1,418.84 "," 1,570.36 "
,,,,,,,,,,
Working Capital, 64.35 , 79.31 , 117.87 , 145.43 , 163.01 , 261.24 , 242.99 , 449.32 , 395.90 , 525.42 
Debtors, 79.52 , 130.50 , 91.58 , 95.31 , 127.92 , 150.81 , 149.41 , 278.56 , 288.37 , 450.01 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 65.26 , 97.85 , 61.37 , 55.10 , 66.38 , 63.54 , 50.95 , 73.91 , 65.89 , 98.36 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,11%,16%,12%,10%,8%,18%,14%,13%,10%,13%
Return on Capital Emp,,17%,14%,11%,12%,23%,19%,18%,15%,15%
,,,,,,,,,,
