D-LINK INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 0.01 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 7.10 , 7.10 , 7.10 , 7.10 
Reserves, 59.95 , 63.63 , 66.01 , 71.65 , 82.22 , 93.70 , 127.37 , 145.88 , 161.73 , 170.79 
Borrowings, -   , -   , -   , -   , 0.01 , 3.51 , 2.27 , -   , 11.48 , -   
Other Liabilities, 19.96 , 21.37 , 19.71 , 47.21 , 65.17 , 85.58 , 124.96 , 175.55 , 80.96 , 124.41 
Total, 79.92 , 91.00 , 91.72 , 124.86 , 153.40 , 188.79 , 261.70 , 328.53 , 261.27 , 302.30 
,,,,,,,,,,
Net Block, 0.83 , 2.01 , 22.56 , 21.59 , 20.51 , 19.87 , 19.50 , 18.35 , 17.69 , 17.30 
Capital Work in Progress, 0.07 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 27.16 , 22.27 , 8.02 , -   , 1.51 , -   , 16.50 , 21.50 , 16.50 , 20.50 
Other Assets, 51.86 , 66.72 , 61.14 , 103.27 , 131.38 , 168.92 , 225.70 , 288.68 , 227.08 , 264.50 
Total, 79.92 , 91.00 , 91.72 , 124.86 , 153.40 , 188.79 , 261.70 , 328.53 , 261.27 , 302.30 
,,,,,,,,,,
Working Capital, 31.90 , 45.35 , 41.43 , 56.06 , 66.21 , 83.34 , 100.74 , 113.13 , 146.12 , 140.09 
Debtors, 23.20 , 21.09 , 21.17 , 47.86 , 81.48 , 94.53 , 140.82 , 170.92 , 145.36 , 170.64 
Inventory, 19.01 , 22.55 , 27.24 , 41.98 , 44.23 , 63.17 , 78.12 , 99.70 , 64.92 , 64.40 
,,,,,,,,,,
Debtor Days, 63.92 , 57.97 , 60.33 , 78.31 , 84.08 , 70.76 , 82.20 , 89.03 , 77.20 , 97.08 
Inventory Turnover, 6.97 , 5.89 , 4.70 , 5.31 , 8.00 , 7.72 , 8.00 , 7.03 , 10.59 , 9.96 
,,,,,,,,,,
Return on Equity,8%,10%,5%,9%,14%,14%,16%,14%,9%,6%
Return on Capital Emp,,16%,7%,14%,22%,22%,27%,23%,14%,9%
,,,,,,,,,,
