DHUNSERI VENTURES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 104.53 ," 1,140.11 "," 1,593.95 "," 1,979.45 "," 2,255.02 "," 3,881.53 ", -   , 26.86 , 22.20 , 946.53 , 718.01 ," 40,356.71 ", 832.09 
Expenses, 88.39 ," 1,034.22 "," 1,451.91 "," 1,871.27 "," 2,117.10 "," 3,713.21 ", 3.41 , 7.31 , 21.43 , 915.61 , 693.47 ," 38,279.68 ", 803.65 
Operating Profit, 16.14 , 105.89 , 142.04 , 108.18 , 137.92 , 168.32 , (3.41), 19.55 , 0.77 , 30.92 , 24.54 ," 2,077.04 ", 28.44 
Other Income, 12.46 , 63.39 , 109.11 , 25.08 , 21.17 , 30.24 , 45.84 , 20.26 , (168.29), 14.59 , 52.33 , -   , -   
Depreciation, 2.59 , 27.88 , 31.14 , 33.01 , 32.53 , 43.12 , 0.47 , 0.44 , 0.45 , 0.43 , 0.55 , 0.55 , 0.55 
Interest, 4.37 , 23.30 , 25.89 , 41.22 , 33.12 , 59.56 , -   , -   , 0.08 , 1.39 , 22.57 , 22.57 , 22.57 
Profit before tax, 21.64 , 118.10 , 194.12 , 59.03 , 93.44 , 95.88 , 41.96 , 39.38 , (168.05), 43.69 , 53.75 ," 2,053.92 ", 5.32 
Tax, 4.98 , 29.05 , 66.81 , 9.54 , 16.50 , 21.17 , 4.24 , 3.19 , (146.00), 7.08 , 2.90 ,5%,5%
Net profit, 16.66 , 89.05 , 127.31 , 49.49 , 76.94 , 74.71 , 37.72 , 36.19 , (22.06), 36.61 , 50.85 ," 1,943.10 ", 5.03 
EPS, 14.22 , 75.99 , 36.34 , 14.13 , 21.97 , 21.33 , 10.77 , 10.33 , (6.30), 10.45 , 14.52 , 554.85 , 1.44 
Price to earning,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6.89 , 6.89 , 6.89 
Price, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 100.05 ," 3,823.15 ", 9.90 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,17.59%,5.27%,12.38%,31.84%,20.48%,21.09%,37.14%,38.71%,0.00%,33.49%,,,
OPM,15.44%,9.29%,8.91%,5.47%,6.12%,4.34%,0.00%,72.78%,3.47%,3.27%,3.42%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,27.74%,-7.17%,-15.94%,,4163.65%,4163.65%,-15.94%
,,,,,,OPM,6.11%,5.11%,4.50%,5.15%,3.42%,5.15%,3.42%
,,,,,,Price to Earning, 6.89 , 6.89 , 6.89 , 6.89 , 6.89 , 6.89 , 6.89 
