AMBIKA COTTON MILLS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 5.88 , 5.88 , 5.88 , 5.88 , 5.88 , 5.88 , 5.88 , 5.88 , 5.73 , 5.73 
Reserves, 115.13 , 130.44 , 169.55 , 190.01 , 214.51 , 254.06 , 295.33 , 329.17 , 368.97 , 423.08 
Borrowings, 251.55 , 233.96 , 260.10 , 152.20 , 93.75 , 100.25 , 62.63 , 19.71 , 8.53 , 28.43 
Other Liabilities, 65.32 , 94.58 , 105.14 , 89.97 , 108.38 , 94.58 , 86.02 , 69.30 , 92.92 , 107.32 
Total, 437.88 , 464.86 , 540.67 , 438.06 , 422.52 , 454.77 , 449.86 , 424.06 , 476.15 , 564.56 
,,,,,,,,,,
Net Block, 290.80 , 271.53 , 331.37 , 310.12 , 291.31 , 288.86 , 269.97 , 255.14 , 253.93 , 259.01 
Capital Work in Progress, 0.38 , 0.66 , 0.58 , -   , 0.36 , 1.00 , 0.01 , -   , -   , 0.31 
Investments, 0.11 , 0.05 , 0.06 , 0.05 , 0.06 , 0.07 , 0.08 , 0.11 , 0.26 , 0.31 
Other Assets, 146.59 , 192.62 , 208.66 , 127.89 , 130.79 , 164.84 , 179.80 , 168.81 , 221.96 , 304.93 
Total, 437.88 , 464.86 , 540.67 , 438.06 , 422.52 , 454.77 , 449.86 , 424.06 , 476.15 , 564.56 
,,,,,,,,,,
Working Capital, 81.27 , 98.04 , 103.52 , 37.92 , 22.41 , 70.26 , 93.78 , 99.51 , 129.04 , 197.61 
Debtors, 7.22 , 23.66 , 21.17 , 10.53 , 6.53 , 5.70 , 6.04 , 18.50 , 41.04 , 13.60 
Inventory, 108.92 , 136.62 , 150.43 , 82.72 , 92.18 , 132.90 , 144.53 , 124.17 , 151.50 , 239.93 
,,,,,,,,,,
Debtor Days, 14.83 , 41.50 , 23.65 , 9.87 , 5.99 , 4.36 , 4.45 , 13.72 , 28.36 , 8.50 
Inventory Turnover, 1.63 , 1.52 , 2.17 , 4.71 , 4.32 , 3.59 , 3.42 , 3.96 , 3.49 , 2.43 
,,,,,,,,,,
Return on Equity,8%,14%,24%,12%,14%,19%,17%,13%,15%,14%
Return on Capital Emp,,11%,19%,13%,18%,22%,20%,18%,21%,20%
,,,,,,,,,,
