INDIA CEMENTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 3,359.35 "," 3,686.86 "," 3,499.89 "," 4,203.41 "," 4,597.04 "," 4,440.88 "," 4,423.60 "," 4,229.01 "," 5,079.16 "," 5,175.54 "," 5,627.99 "," 5,627.99 "," 5,310.55 "
Expenses," 2,431.35 "," 2,944.75 "," 3,067.04 "," 3,298.06 "," 3,773.31 "," 3,953.35 "," 3,741.03 "," 3,452.89 "," 4,218.12 "," 4,478.72 "," 4,990.06 "," 4,721.07 "," 4,708.60 "
Operating Profit, 928.00 , 742.11 , 432.85 , 905.35 , 823.73 , 487.53 , 682.57 , 776.12 , 861.04 , 696.82 , 637.93 , 906.92 , 601.95 
Other Income, 35.63 , 164.57 , 41.94 , 17.29 , 18.22 , (19.88), 30.79 , 18.29 , 16.51 , 15.39 , 30.97 , -   , -   
Depreciation, 203.32 , 233.12 , 244.03 , 251.29 , 281.84 , 276.39 , 257.91 , 219.46 , 257.06 , 255.94 , 251.31 , 251.31 , 251.31 
Interest, 112.15 , 142.64 , 141.72 , 290.37 , 307.75 , 353.65 , 425.99 , 382.50 , 360.46 , 340.17 , 324.17 , 324.17 , 324.17 
Profit before tax, 648.30 , 531.32 , 89.87 , 380.98 , 252.36 , (162.40), 29.45 , 192.44 , 260.03 , 116.11 , 93.42 , 331.44 , 26.47 
Tax, 216.12 , 176.98 , 21.77 , 88.01 , 88.81 , -   , -   , 62.49 , 86.67 , 15.50 , 23.98 ,26%,26%
Net profit, 432.18 , 354.34 , 68.10 , 292.97 , 163.55 , (162.40), 29.45 , 129.95 , 173.35 , 100.62 , 69.44 , 246.37 , 19.67 
EPS, 15.30 , 11.54 , 2.22 , 9.54 , 5.32 , (5.29), 0.96 , 4.23 , 5.64 , 3.27 , 2.24 , 7.95 , 0.63 
Price to earning, 7.69 , 11.68 , 45.23 , 10.19 , 15.63 , (12.95), 101.59 , 21.11 , 31.61 , 45.85 , 50.07 , 50.07 , 34.07 
Price, 117.70 , 134.68 , 100.27 , 97.16 , 83.23 , 68.49 , 97.40 , 89.31 , 178.40 , 149.72 , 112.20 , 398.07 , 21.63 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,13.07%,17.34%,67.67%,20.97%,37.57%,0.00%,0.00%,23.72%,17.78%,24.50%,,,
OPM,27.62%,20.13%,12.37%,21.54%,17.92%,10.98%,15.43%,18.35%,16.95%,13.46%,11.33%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,4.92%,5.75%,2.40%,5.37%,8.74%,8.74%,2.40%
,,,,,,OPM,17.18%,16.28%,15.01%,16.11%,11.33%,16.11%,11.33%
,,,,,,Price to Earning, 34.07 , 39.44 , 50.05 , 37.16 , 50.07 , 50.07 , 34.07 
