CANTABIL RETAIL INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 5.09 , 8.55 , 16.33 , 16.33 , 16.33 , 16.33 , 16.33 , 16.33 , 16.33 , 16.33 
Reserves, 9.71 , 21.31 , 120.87 , 95.40 , 62.52 , 53.42 , 56.09 , 61.16 , 68.50 , 90.40 
Borrowings, 44.54 , 62.64 , 55.51 , 35.39 , 31.66 , 30.89 , 35.14 , 34.22 , 39.81 , 45.48 
Other Liabilities, 56.14 , 91.00 , 51.94 , 26.49 , 15.19 , 22.47 , 26.82 , 25.44 , 38.08 , 38.68 
Total, 115.48 , 183.50 , 244.65 , 173.61 , 125.70 , 123.11 , 134.38 , 137.15 , 162.72 , 190.89 
,,,,,,,,,,
Net Block, 11.07 , 12.16 , 20.29 , 18.23 , 14.50 , 44.76 , 43.57 , 54.71 , 61.94 , 58.63 
Capital Work in Progress, 2.01 , 3.29 , 0.31 , 8.40 , 20.90 , 0.10 , 0.06 , 0.31 , 0.19 , 0.16 
Investments, 0.05 , 0.02 , 34.83 , 15.56 , 7.23 , 0.02 , 0.02 , 0.12 , 0.15 , 0.15 
Other Assets, 102.35 , 168.03 , 189.22 , 131.42 , 83.07 , 78.23 , 90.73 , 82.01 , 100.44 , 131.95 
Total, 115.48 , 183.50 , 244.65 , 173.61 , 125.70 , 123.11 , 134.38 , 137.15 , 162.72 , 190.89 
,,,,,,,,,,
Working Capital, 46.21 , 77.03 , 137.28 , 104.93 , 67.88 , 55.76 , 63.91 , 56.57 , 62.36 , 93.27 
Debtors, 30.64 , 33.36 , 25.57 , 22.79 , 15.93 , 12.78 , 10.23 , 9.50 , 9.82 , 10.40 
Inventory, 56.85 , 119.96 , 142.66 , 87.74 , 42.84 , 46.59 , 58.99 , 58.26 , 73.33 , 81.06 
,,,,,,,,,,
Debtor Days, 81.46 , 69.82 , 54.83 , 57.32 , 56.99 , 46.42 , 28.86 , 22.91 , 22.87 , 19.31 
Inventory Turnover, 2.41 , 1.45 , 1.19 , 1.65 , 2.38 , 2.16 , 2.19 , 2.60 , 2.14 , 2.43 
,,,,,,,,,,
Return on Equity,42%,49%,9%,-23%,-42%,-13%,4%,7%,5%,19%
Return on Capital Emp,,38%,19%,-10%,-22%,-4%,7%,9%,9%,10%
,,,,,,,,,,
