DEWAN HOUSING FINANCE CORPORATION LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 690.57 , 990.55 ," 1,449.35 "," 2,467.76 "," 4,061.22 "," 4,965.58 "," 5,978.96 "," 7,295.10 "," 10,821.19 "," 10,450.16 "," 12,722.75 "," 12,722.75 "," 13,052.87 "
Expenses, 64.69 , 115.51 , 168.33 , 266.90 , 340.44 , 437.11 , 552.55 , 682.56 , 777.93 ," 1,114.66 "," 1,456.44 "," 1,146.90 "," 1,494.23 "
Operating Profit, 625.88 , 875.04 ," 1,281.02 "," 2,200.86 "," 3,720.78 "," 4,528.47 "," 5,426.41 "," 6,612.54 "," 10,043.26 "," 9,335.50 "," 11,266.31 "," 11,575.85 "," 11,558.64 "
Other Income, (3.71), 1.51 , 37.32 , 1.45 , 17.72 , 0.13 , 1.74 , 3.96 , 5.47 , 13.67 , 21.17 , -   , -   
Depreciation, 2.41 , 2.83 , 3.73 , 4.72 , 8.46 , 10.91 , 25.52 , 24.30 , 23.30 , 27.63 , 41.24 , 41.24 , 41.24 
Interest, 495.64 , 671.53 , 973.13 ," 1,799.23 "," 3,119.36 "," 3,782.58 "," 4,459.59 "," 5,490.03 "," 6,653.61 "," 7,564.92 "," 9,023.79 "," 9,023.79 "," 9,023.79 "
Profit before tax, 124.12 , 202.19 , 341.48 , 398.36 , 610.68 , 735.11 , 943.04 ," 1,102.17 "," 3,371.82 "," 1,756.62 "," 2,222.45 "," 2,510.82 "," 2,493.61 "
Tax, 32.35 , 51.50 , 76.35 , 92.00 , 158.83 , 206.11 , 321.75 , 372.97 , 475.37 , 584.49 , 722.69 ,33%,33%
Net profit, 91.77 , 150.69 , 265.13 , 306.36 , 451.85 , 529.00 , 621.29 , 729.20 ," 2,896.45 "," 1,172.13 "," 1,499.76 "," 1,694.36 "," 1,682.74 "
EPS, 4.43 , 6.59 , 10.59 , 11.66 , 16.49 , 19.29 , 21.31 , 24.99 , 92.49 , 37.37 , 47.79 , 53.99 , 53.62 
Price to earning, 7.66 , 16.71 , 12.55 , 10.11 , 5.08 , 5.91 , 10.73 , 7.96 , 4.33 , 15.20 , 2.49 , 7.49 , 2.49 
Price, 33.94 , 110.17 , 132.95 , 117.91 , 83.80 , 114.07 , 228.71 , 198.81 , 400.23 , 568.16 , 119.15 , 404.66 , 133.69 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,16.49%,16.33%,13.79%,13.35%,14.19%,19.42%,14.07%,32.01%,4.32%,14.72%,,,
OPM,90.63%,88.34%,88.39%,89.18%,91.62%,91.20%,90.76%,90.64%,92.81%,89.33%,88.55%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,35.24%,32.61%,20.81%,20.46%,21.75%,21.75%,20.46%
,,,,,,OPM,90.81%,90.94%,90.98%,90.99%,88.55%,90.99%,88.55%
,,,,,,Price to Earning, 8.98 , 7.73 , 7.77 , 7.49 , 2.49 , 7.49 , 2.49 
