IFB INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 29.62 , 35.52 , 36.22 , 36.28 , 41.28 , 41.28 , 41.28 , 41.28 , 41.28 , 41.28 
Reserves, 66.56 , 118.25 , 174.98 , 205.91 , 274.36 , 295.96 , 345.69 , 377.05 , 430.20 , 509.01 
Borrowings, 0.47 , -   , -   , -   , 9.85 , 47.77 , 34.45 , 16.40 , 28.48 , 21.58 
Other Liabilities, 118.20 , 140.01 , 179.82 , 202.09 , 215.72 , 259.26 , 353.29 , 361.34 , 418.33 , 543.55 
Total, 214.85 , 293.78 , 391.02 , 444.28 , 541.21 , 644.27 , 774.71 , 796.07 , 918.29 ," 1,115.42 "
,,,,,,,,,,
Net Block, 70.24 , 75.48 , 124.24 , 156.10 , 186.76 , 225.78 , 272.99 , 273.90 , 304.87 , 293.78 
Capital Work in Progress, 1.83 , 6.92 , 14.60 , 4.51 , 8.27 , 14.60 , 5.74 , 23.77 , 13.89 , 6.74 
Investments, -   , 10.64 , 46.17 , 9.97 , 56.77 , 37.28 , 51.65 , 16.85 , 63.48 , 126.27 
Other Assets, 142.78 , 200.74 , 206.01 , 273.70 , 289.41 , 366.61 , 444.33 , 481.55 , 536.05 , 688.63 
Total, 214.85 , 293.78 , 391.02 , 444.28 , 541.21 , 644.27 , 774.71 , 796.07 , 918.29 ," 1,115.42 "
,,,,,,,,,,
Working Capital, 24.58 , 60.73 , 26.19 , 71.61 , 73.69 , 107.35 , 91.04 , 120.21 , 117.72 , 145.08 
Debtors, 20.10 , 27.98 , 39.05 , 46.63 , 47.90 , 72.29 , 90.71 , 115.46 , 138.24 , 172.34 
Inventory, 62.55 , 85.33 , 88.83 , 109.25 , 131.95 , 155.46 , 223.13 , 214.41 , 234.88 , 310.70 
,,,,,,,,,,
Debtor Days, 16.60 , 19.13 , 20.97 , 21.20 , 19.09 , 25.85 , 26.25 , 28.08 , 28.99 , 29.28 
Inventory Turnover, 7.06 , 6.26 , 7.65 , 7.35 , 6.94 , 6.57 , 5.65 , 7.00 , 7.41 , 6.92 
,,,,,,,,,,
Return on Equity,328%,35%,24%,13%,10%,6%,13%,7%,12%,15%
Return on Capital Emp,,47%,39%,17%,16%,9%,15%,9%,16%,23%
,,,,,,,,,,
