KIRLOSKAR INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 38.83 , 9.71 , 9.71 , 9.71 , 9.71 , 9.71 , 9.71 , 9.71 , 9.71 , 9.71 
Reserves, 921.25 , 468.94 , 521.45 , 584.39 , 615.99 , 659.41 , 682.63 , 721.29 , 750.12 , 787.15 
Borrowings, 348.99 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Liabilities, 546.31 , 25.63 , 21.42 , 17.79 , 18.87 , 18.14 , 36.85 , 20.10 , 21.91 , 24.29 
Total," 1,855.38 ", 504.28 , 552.58 , 611.89 , 644.57 , 687.26 , 729.19 , 751.10 , 781.74 , 821.15 
,,,,,,,,,,
Net Block, 654.84 , 28.81 , 15.25 , 12.71 , 9.84 , 7.00 , 6.42 , 5.81 , 12.77 , 38.73 
Capital Work in Progress, 18.14 , -   , -   , -   , -   , -   , -   , -   , 0.18 , 2.36 
Investments, 471.88 , 425.61 , 463.41 , 518.68 , 542.10 , 597.91 , 597.29 , 686.45 , 680.30 , 734.08 
Other Assets, 710.52 , 49.86 , 73.92 , 80.50 , 92.63 , 82.35 , 125.48 , 58.84 , 88.49 , 45.98 
Total," 1,855.38 ", 504.28 , 552.58 , 611.89 , 644.57 , 687.26 , 729.19 , 751.10 , 781.74 , 821.15 
,,,,,,,,,,
Working Capital, 164.21 , 24.23 , 52.50 , 62.71 , 73.76 , 64.21 , 88.63 , 38.74 , 66.58 , 21.69 
Debtors, 292.43 , 19.36 , 0.17 , 0.74 , 0.29 , -   , -   , 0.46 , 1.78 , 1.10 
Inventory, 123.88 , -   , -   , -   , 0.01 , 0.02 , 0.02 , 0.01 , 0.02 , -   
,,,,,,,,,,
Debtor Days, 50.95 ," 1,516.39 ", 14.81 , 19.63 , 8.10 , -   , -   , 35.35 , 184.05 , 161.90 
Inventory Turnover, 16.91 , -   , -   , -   ," 1,306.00 ", 340.00 , 169.50 , 475.00 , 176.50 , -   
,,,,,,,,,,
Return on Equity,12%,8%,10%,11%,6%,7%,7%,8%,4%,7%
Return on Capital Emp,,5%,12%,12%,7%,8%,8%,10%,5%,8%
,,,,,,,,,,
