GODREJ CONSUMER PRODUCTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,087.86 "," 1,267.80 "," 2,468.89 "," 2,980.08 "," 3,581.02 "," 4,079.84 "," 4,429.80 "," 4,554.22 "," 4,748.01 "," 5,261.02 "," 5,679.31 "," 5,829.46 "," 5,596.09 "
Expenses, 923.87 ," 1,000.84 "," 1,970.63 "," 2,422.23 "," 2,948.52 "," 3,331.14 "," 3,588.40 "," 3,567.79 "," 3,611.79 "," 3,930.71 "," 4,166.75 "," 4,276.91 "," 4,432.88 "
Operating Profit, 163.99 , 266.96 , 498.26 , 557.85 , 632.50 , 748.70 , 841.40 , 986.43 ," 1,136.22 "," 1,330.31 "," 1,512.56 "," 1,552.55 "," 1,163.21 "
Other Income, 45.13 , 49.59 , 77.45 , 244.00 , 50.65 , 40.00 , 66.11 , 61.37 , 63.60 , 73.89 , 94.45 , -   , -   
Depreciation, 14.37 , 13.75 , 21.98 , 25.83 , 32.27 , 35.52 , 41.67 , 44.91 , 56.68 , 63.30 , 69.07 , 69.07 , 69.07 
Interest, 8.82 , 3.66 , 8.77 , 16.96 , 17.92 , 40.19 , 38.65 , 54.67 , 36.06 , 51.89 , 64.86 , 64.86 , 64.86 
Profit before tax, 185.93 , 299.14 , 544.96 , 759.06 , 632.96 , 712.99 , 827.19 , 948.22 ," 1,107.17 "," 1,289.01 "," 1,473.08 "," 1,418.62 "," 1,029.28 "
Tax, 24.38 , 51.02 , 110.00 , 154.67 , 122.02 , 148.15 , 172.74 , 225.55 , 259.45 , 289.14 , (281.90),-19%,-19%
Net profit, 161.55 , 248.12 , 434.96 , 604.39 , 510.94 , 564.84 , 654.45 , 722.67 , 847.72 , 999.87 ," 1,754.98 "," 1,690.10 "," 1,226.26 "
EPS, 2.70 , 3.82 , 6.55 , 8.88 , 7.50 , 8.29 , 9.61 , 10.61 , 12.44 , 14.67 , 17.17 , 16.53 , 12.00 
Price to earning, 16.36 , 25.40 , 19.29 , 19.09 , 35.81 , 33.60 , 39.41 , 42.85 , 45.33 , 49.91 , 38.87 , 44.24 , 33.26 
Price, 44.23 , 97.15 , 126.30 , 169.47 , 268.73 , 278.69 , 378.67 , 454.59 , 564.02 , 732.35 , 667.30 , 731.42 , 399.07 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,63.63%,52.79%,33.48%,26.74%,33.30%,31.64%,28.61%,27.09%,60.27%,68.14%,,,
OPM,15.07%,21.06%,20.18%,18.72%,17.66%,18.35%,18.99%,21.66%,23.93%,25.29%,26.63%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,19.14%,11.41%,8.00%,5.90%,10.80%,10.80%,5.90%
,,,,,,OPM,20.79%,21.03%,21.86%,23.71%,26.63%,26.63%,20.79%
,,,,,,Price to Earning, 33.26 , 38.11 , 41.66 , 44.24 , 38.87 , 44.24 , 33.26 
