EXCEL REALTY N INFRA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 15.47 , 21.17 , 21.17 , 31.35 , 31.35 , 31.35 , 31.35 , 31.35 , 31.35 , 94.05 
Reserves, 37.17 , 91.32 , 105.42 , 123.00 , 129.72 , 132.95 , 132.88 , 134.97 , 134.49 , 74.78 
Borrowings, 0.29 , 0.27 , 0.16 , 0.09 , 6.91 , 6.18 , 5.76 , 5.42 , 4.27 , 4.70 
Other Liabilities, 2.59 , 6.12 , 4.07 , 1.15 , 1.57 , 0.84 , 15.85 , 14.49 , 4.55 , 3.41 
Total, 55.52 , 118.88 , 130.82 , 155.59 , 169.55 , 171.32 , 185.84 , 186.23 , 174.66 , 176.94 
,,,,,,,,,,
Net Block, 7.95 , 8.28 , 9.48 , 8.56 , 8.09 , 6.24 , 4.03 , 3.75 , 3.64 , 4.32 
Capital Work in Progress, 24.42 , 54.76 , -   , -   , -   , -   , -   , -   , -   , -   
Investments, -   , 13.65 , 66.48 , 95.17 , 100.00 , 100.36 , 99.76 , 98.37 , 96.33 , 101.65 
Other Assets, 23.15 , 42.19 , 54.86 , 51.86 , 61.46 , 64.72 , 82.05 , 84.11 , 74.69 , 70.97 
Total, 55.52 , 118.88 , 130.82 , 155.59 , 169.55 , 171.32 , 185.84 , 186.23 , 174.66 , 176.94 
,,,,,,,,,,
Working Capital, 20.56 , 36.07 , 50.79 , 50.71 , 59.89 , 63.88 , 66.20 , 69.62 , 70.14 , 67.56 
Debtors, 8.96 , 0.63 , 7.12 , 0.62 , 2.04 , 4.00 , 19.89 , 19.93 , 7.12 , 4.91 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 175.83 , 11.26 , 127.77 , 14.61 , 24.38 , 112.57 , 316.75 , 183.47 , 84.87 , 87.89 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,28%,12%,11%,1%,2%,0%,0%,0%,0%,2%
Return on Capital Emp,,17%,12%,2%,3%,1%,1%,1%,1%,3%
,,,,,,,,,,
