J B CHEMICALS & PHARMACEUTICALS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 721.17 , 668.10 , 806.69 , 686.42 , 816.42 , 956.54 ," 1,061.42 "," 1,143.72 "," 1,174.66 "," 1,250.13 "," 1,501.32 "," 1,501.32 "," 1,334.30 "
Expenses, 609.15 , 530.61 , 638.53 , 620.13 , 705.00 , 820.74 , 868.48 , 917.99 , 952.51 ," 1,050.44 "," 1,213.20 "," 1,213.20 "," 1,117.10 "
Operating Profit, 112.02 , 137.49 , 168.16 , 66.29 , 111.42 , 135.80 , 192.94 , 225.73 , 222.15 , 199.69 , 288.12 , 288.12 , 217.20 
Other Income, 14.94 , 15.87 , 5.63 , 789.10 , 25.96 , (8.72), 10.41 , 55.68 , 45.89 , 38.72 , 40.10 , -   , -   
Depreciation, 20.37 , 21.22 , 22.65 , 22.30 , 24.40 , 27.17 , 37.60 , 40.41 , 46.26 , 55.95 , 54.84 , 54.84 , 54.84 
Interest, 14.89 , 11.30 , 10.19 , 23.87 , 5.24 , 5.93 , 6.65 , 10.29 , 5.00 , 3.41 , 4.12 , 4.12 , 4.12 
Profit before tax, 91.70 , 120.84 , 140.95 , 809.22 , 107.74 , 93.98 , 159.10 , 230.69 , 216.79 , 179.04 , 269.26 , 229.16 , 158.24 
Tax, 12.96 , 19.84 , 22.76 , 166.52 , 22.81 , 25.56 , 45.52 , 51.49 , 43.82 , 51.04 , 87.21 ,32%,32%
Net profit, 78.74 , 101.00 , 118.19 , 642.70 , 84.94 , 68.43 , 113.58 , 179.20 , 172.96 , 128.00 , 182.06 , 154.94 , 106.99 
EPS, 9.34 , 11.98 , 13.98 , 75.87 , 10.03 , 8.08 , 13.39 , 21.13 , 20.39 , 15.32 , 22.69 , 19.31 , 13.33 
Price to earning, 4.17 , 6.66 , 10.82 , 0.90 , 8.00 , 17.74 , 16.77 , 11.77 , 16.63 , 20.50 , 16.98 , 16.98 , 11.90 
Price, 38.91 , 79.74 , 151.32 , 68.04 , 80.21 , 143.26 , 224.59 , 248.61 , 339.02 , 314.02 , 385.25 , 327.86 , 158.70 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,10.72%,16.70%,14.30%,54.03%,29.92%,37.16%,104.53%,23.66%,4.90%,13.05%,,,
OPM,15.53%,20.58%,20.85%,9.66%,13.65%,14.20%,18.18%,19.74%,18.91%,15.97%,19.19%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.30%,6.46%,8.90%,5.61%,20.09%,20.09%,5.61%
,,,,,,OPM,16.93%,16.28%,17.48%,18.15%,19.19%,19.19%,16.28%
,,,,,,Price to Earning, 11.90 , 13.66 , 16.73 , 16.47 , 16.98 , 16.98 , 11.90 
