CELESTIAL BIOLABS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 19.25 , 21.53 , 25.22 , 20.59 , 21.16 , 23.50 , 27.45 , 32.86 , 38.66 , 42.81 , 62.36 , 62.36 , 47.71 
Expenses, 12.84 , 18.35 , 19.14 , 16.34 , 15.46 , 15.75 , 15.02 , 24.31 , 31.67 , 30.99 , 50.41 , 47.44 , 38.56 
Operating Profit, 6.41 , 3.18 , 6.08 , 4.25 , 5.70 , 7.75 , 12.43 , 8.55 , 6.99 , 11.82 , 11.95 , 14.92 , 9.14 
Other Income, -   , 0.30 , 0.11 , 0.43 , 0.04 , -   , -   , 0.29 , -   , -   , 0.14 , -   , -   
Depreciation, 0.27 , 0.50 , 3.15 , 3.73 , 4.73 , 4.98 , 7.06 , 5.71 , 3.30 , 7.70 , 7.66 , 7.66 , 7.66 
Interest, 0.15 , 0.32 , 0.25 , 0.67 , 0.69 , 2.22 , 4.15 , 1.29 , 0.02 , 0.03 , 0.30 , 0.30 , 0.30 
Profit before tax, 5.99 , 2.66 , 2.79 , 0.29 , 0.31 , 0.55 , 1.23 , 1.85 , 3.68 , 4.10 , 4.13 , 6.96 , 1.18 
Tax, 0.68 , 0.32 , 0.37 , (0.63), (0.40), (0.29), (0.07), (0.23), 0.34 , 0.65 , 0.53 ,13%,13%
Net profit, 5.31 , 2.34 , 2.42 , 0.92 , 0.71 , 0.84 , 1.30 , 2.08 , 3.33 , 3.46 , 3.61 , 6.07 , 1.03 
EPS, 4.74 , 1.99 , 1.66 , 0.63 , 0.49 , 0.48 , 0.70 , 1.02 , 1.47 , 1.53 , 1.60 , 2.69 , 0.46 
Price to earning, 3.01 , 18.89 , 21.05 , 33.85 , 27.08 , 40.38 , 88.95 , 24.14 , 17.97 , 9.79 , 3.29 , 13.80 , 3.29 
Price, 14.30 , 37.51 , 34.89 , 21.33 , 13.17 , 19.55 , 62.31 , 24.51 , 26.49 , 14.99 , 5.25 , 37.07 , 1.50 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,10.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,33.30%,14.77%,24.11%,20.64%,26.94%,32.98%,45.28%,26.02%,18.08%,27.61%,19.16%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,9.29%,7.85%,15.13%,15.97%,45.67%,45.67%,7.85%
,,,,,,OPM,26.80%,27.77%,28.76%,23.93%,19.16%,23.93%,19.16%
,,,,,,Price to Earning, 26.22 , 30.68 , 30.75 , 13.80 , 3.29 , 13.80 , 3.29 
