MANGALAM TIMBER PRODUCTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 18.33 , 18.33 , 18.33 , 18.33 , 18.33 , 18.33 , 18.33 , 18.33 , 18.33 , 18.33 
Reserves, 3.60 , 2.37 , (1.31), (4.80), (8.35), (15.96), (26.36), (39.00), (57.26), (66.46)
Borrowings, 41.59 , 40.70 , 49.38 , 46.94 , 16.31 , 20.36 , 26.21 , 27.38 , 60.69 , 79.38 
Other Liabilities, 26.13 , 25.57 , 22.69 , 33.31 , 69.82 , 69.85 , 75.17 , 85.37 , 81.16 , 79.31 
Total, 89.65 , 86.97 , 89.09 , 93.78 , 96.11 , 92.58 , 93.35 , 92.08 , 102.92 , 110.56 
,,,,,,,,,,
Net Block, 16.03 , 22.49 , 24.51 , 25.36 , 25.43 , 24.40 , 22.81 , 21.43 , 33.57 , 33.03 
Capital Work in Progress, 5.66 , 2.36 , 1.45 , 0.49 , 1.59 , 1.54 , 1.71 , 8.62 , 0.01 , 0.01 
Investments, 0.05 , 0.05 , 0.05 , 0.05 , 0.05 , 0.05 , 0.05 , 0.05 , 0.05 , 0.05 
Other Assets, 67.91 , 62.07 , 63.08 , 67.88 , 69.04 , 66.59 , 68.78 , 61.98 , 69.29 , 77.47 
Total, 89.65 , 86.97 , 89.09 , 93.78 , 96.11 , 92.58 , 93.35 , 92.08 , 102.92 , 110.56 
,,,,,,,,,,
Working Capital, 41.78 , 36.50 , 40.39 , 34.57 , (0.78), (3.26), (6.39), (23.39), (11.87), (1.84)
Debtors, 15.11 , 9.99 , 12.49 , 9.35 , 7.10 , 5.30 , 6.81 , 5.33 , 4.68 , 4.51 
Inventory, 27.44 , 29.62 , 23.48 , 29.06 , 33.78 , 29.91 , 25.77 , 15.03 , 15.14 , 21.30 
,,,,,,,,,,
Debtor Days, 77.72 , 54.01 , 89.21 , 44.82 , 32.09 , 34.57 , 62.80 , 50.48 , 52.62 , 72.23 
Inventory Turnover, 2.59 , 2.28 , 2.18 , 2.62 , 2.39 , 1.87 , 1.54 , 2.56 , 2.14 , 1.07 
,,,,,,,,,,
Return on Equity,7%,-6%,-22%,-26%,-36%,-322%,,,,
Return on Capital Emp,,5%,-1%,2%,-2%,-32%,-60%,-136%,-83%,-19%
,,,,,,,,,,
