EURO CERAMICS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 212.76 , 198.88 , 389.94 , 176.47 , 88.61 , 76.63 , 49.71 , 25.15 , 10.69 , 19.35 , 20.44 , 35.03 , 12.22 
Expenses, 173.69 , 175.98 , 273.98 , 193.59 , 116.37 , 87.13 , 49.42 , 36.32 , 23.43 , 32.63 , 44.74 , 35.03 , 12.22 
Operating Profit, 39.07 , 22.90 , 115.96 , (17.12), (27.76), (10.50), 0.29 , (11.17), (12.74), (13.28), (24.30), -   , -   
Other Income, 2.43 , 4.63 , 1.97 , (0.02), 0.46 , 6.77 , (32.81), 4.51 , 85.06 , 9.73 , 20.17 , -   , -   
Depreciation, 19.84 , 22.88 , 28.55 , 29.24 , 29.81 , 29.62 , 28.83 , 20.10 , 19.69 , 19.72 , 19.53 , 19.53 , 19.53 
Interest, 43.16 , 46.10 , 57.73 , 46.46 , 49.89 , 1.64 , 0.70 , 0.76 , 0.55 , 0.44 , 1.28 , 1.28 , 1.28 
Profit before tax, (21.50), (41.45), 31.65 , (92.84), (107.00), (35.00), (62.04), (27.51), 52.07 , (23.70), (24.94), (20.81), (20.81)
Tax, 1.32 , -   , 0.76 , 0.38 , -   , (0.02), -   , (15.24), -   , 5.33 , 5.33 ,0%,0%
Net profit, (22.82), (41.45), 30.89 , (93.22), (107.00), (34.98), (62.04), (12.27), 52.07 , (29.03), (30.27), (20.81), (20.81)
EPS, (13.35), (24.24), 18.06 , (35.27), (37.44), (10.37), (18.39), (3.64), 15.43 , (8.60), (8.98), (6.17), (6.17)
Price to earning, (2.38), (2.22), 1.57 , (0.29), (0.13), (0.41), (0.37), (0.96), 0.52 , (0.61), -   , 0.52 , -   
Price, 31.71 , 53.75 , 28.34 , 10.39 , 4.89 , 4.26 , 6.73 , 3.48 , 7.98 , 5.26 , 1.80 , (3.19), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,18.36%,11.51%,29.74%,0.00%,0.00%,0.00%,0.58%,0.00%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-23.39%,-34.89%,-26.24%,-26.98%,81.01%,81.01%,-34.89%
,,,,,,OPM,14.28%,0.06%,0.16%,0.00%,0.00%,0.00%,0.00%
,,,,,,Price to Earning, 1.04 , 0.52 , 0.52 , 0.52 , -   , 0.52 , -   
