FLEXITUFF VENTURES INTERNATIONAL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 11.31 , 11.52 , 17.21 , 21.73 , 22.98 , 24.88 , 24.88 , 24.88 , 24.88 , 24.88 
Reserves, 57.72 , 65.76 , 146.56 , 244.23 , 285.14 , 335.05 , 349.20 , 353.21 , 361.30 , 359.40 
Borrowings, 196.66 , 268.41 , 288.83 , 317.94 , 391.21 , 505.81 , 595.94 , 626.23 , 762.24 , 721.65 
Other Liabilities, 57.81 , 90.65 , 155.13 , 125.70 , 216.21 , 221.07 , 288.28 , 266.50 , 276.51 , 309.07 
Total, 323.50 , 436.34 , 607.73 , 709.60 , 915.54 ," 1,086.81 "," 1,258.30 "," 1,270.82 "," 1,424.93 "," 1,415.00 "
,,,,,,,,,,
Net Block, 213.03 , 239.44 , 251.60 , 367.27 , 411.00 , 485.10 , 676.86 , 681.60 , 670.06 , 639.01 
Capital Work in Progress, 13.28 , 33.99 , 71.43 , -   , 33.66 , 99.71 , 4.50 , 12.39 , -   , -   
Investments, 1.75 , 2.88 , 10.47 , 10.47 , 10.47 , 1.26 , 1.29 , 1.29 , 1.30 , 1.31 
Other Assets, 95.44 , 160.03 , 274.23 , 331.86 , 460.41 , 500.74 , 575.65 , 575.54 , 753.57 , 774.68 
Total, 323.50 , 436.34 , 607.73 , 709.60 , 915.54 ," 1,086.81 "," 1,258.30 "," 1,270.82 "," 1,424.93 "," 1,415.00 "
,,,,,,,,,,
Working Capital, 37.63 , 69.38 , 119.10 , 206.16 , 244.20 , 279.67 , 287.37 , 309.04 , 477.06 , 465.61 
Debtors, 22.55 , 50.02 , 119.48 , 159.14 , 215.44 , 237.30 , 263.14 , 319.73 , 394.53 , 362.74 
Inventory, 35.53 , 61.87 , 96.18 , 80.85 , 108.33 , 99.28 , 121.85 , 106.76 , 152.20 , 161.95 
,,,,,,,,,,
Debtor Days, 31.57 , 60.91 , 89.18 , 94.20 , 91.12 , 89.73 , 91.26 , 100.94 , 108.57 , 114.79 
Inventory Turnover, 7.34 , 4.84 , 5.08 , 7.63 , 7.97 , 9.72 , 8.64 , 10.83 , 8.71 , 7.12 
,,,,,,,,,,
Return on Equity,12%,10%,17%,13%,9%,4%,5%,1%,2%,-1%
Return on Capital Emp,,11%,14%,18%,16%,10%,9%,9%,11%,10%
,,,,,,,,,,
