COSMO FILMS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 19.44 , 19.44 , 19.44 , 19.44 , 19.44 , 19.44 , 19.44 , 19.44 , 19.44 , 19.44 
Reserves, 237.84 , 272.25 , 312.38 , 338.83 , 349.49 , 355.85 , 391.30 , 478.67 , 557.10 , 617.64 
Borrowings, 264.75 , 264.95 , 312.43 , 332.16 , 457.90 , 561.20 , 467.47 , 401.62 , 603.61 , 710.68 
Other Liabilities, 140.41 , 137.69 , 144.40 , 153.82 , 178.06 , 223.19 , 225.45 , 266.99 , 410.98 , 448.41 
Total, 662.44 , 694.33 , 788.65 , 844.25 ," 1,004.89 "," 1,159.68 "," 1,103.66 "," 1,166.72 "," 1,591.13 "," 1,796.17 "
,,,,,,,,,,
Net Block, 412.64 , 374.22 , 362.81 , 373.07 , 373.62 , 575.04 , 536.42 , 585.29 , 900.28 , 934.97 
Capital Work in Progress, 0.75 , 1.92 , 7.77 , 3.80 , 157.70 , 1.58 , 14.04 , 12.03 , 8.59 , 12.39 
Investments, 6.77 , 51.26 , 54.79 , 120.99 , 165.99 , 166.28 , 168.58 , 197.26 , 115.39 , 173.21 
Other Assets, 242.28 , 266.93 , 363.28 , 346.39 , 307.58 , 416.78 , 384.62 , 372.14 , 566.87 , 675.60 
Total, 662.44 , 694.33 , 788.65 , 844.25 ," 1,004.89 "," 1,159.68 "," 1,103.66 "," 1,166.72 "," 1,591.13 "," 1,796.17 "
,,,,,,,,,,
Working Capital, 101.87 , 129.24 , 218.88 , 192.57 , 129.52 , 193.59 , 159.17 , 105.15 , 155.89 , 227.19 
Debtors, 93.36 , 130.96 , 178.22 , 104.99 , 114.50 , 136.36 , 157.52 , 119.05 , 204.83 , 221.59 
Inventory, 58.42 , 67.93 , 80.37 , 96.71 , 79.57 , 137.16 , 98.40 , 107.53 , 153.55 , 184.46 
,,,,,,,,,,
Debtor Days, 52.73 , 63.64 , 69.22 , 41.59 , 40.15 , 39.61 , 38.88 , 30.17 , 51.28 , 44.28 
Inventory Turnover, 11.06 , 11.06 , 11.69 , 9.53 , 13.08 , 9.16 , 15.03 , 13.39 , 9.49 , 9.90 
,,,,,,,,,,
Return on Equity,34%,15%,16%,13%,4%,2%,10%,22%,19%,13%
Return on Capital Emp,,15%,15%,12%,6%,6%,10%,18%,14%,11%
,,,,,,,,,,
