ALBERT DAVID LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 180.90 , 199.77 , 217.03 , 228.15 , 261.46 , 286.77 , 317.47 , 317.80 , 293.01 , 285.33 , 317.60 , 317.60 , 274.23 
Expenses, 158.41 , 173.58 , 189.35 , 204.95 , 236.78 , 255.27 , 282.29 , 302.67 , 268.40 , 269.23 , 287.77 , 287.77 , 257.14 
Operating Profit, 22.49 , 26.19 , 27.68 , 23.20 , 24.68 , 31.50 , 35.18 , 15.13 , 24.61 , 16.10 , 29.83 , 29.83 , 17.09 
Other Income, 2.80 , 2.38 , 1.33 , 0.96 , 1.75 , 0.57 , 1.78 , 56.97 , 7.62 , 8.91 , 15.80 , -   , -   
Depreciation, 7.95 , 9.05 , 9.96 , 9.78 , 10.73 , 11.06 , 15.41 , 9.00 , 7.52 , 8.23 , 7.27 , 7.27 , 7.27 
Interest, 5.62 , 4.30 , 3.19 , 3.92 , 3.53 , 3.90 , 2.99 , 2.05 , 0.90 , 1.01 , 0.64 , 0.64 , 0.64 
Profit before tax, 12.19 , 15.71 , 16.41 , 11.24 , 13.39 , 18.46 , 20.27 , 63.02 , 26.13 , 17.90 , 37.72 , 21.92 , 9.18 
Tax, 4.66 , 5.44 , 5.56 , 3.61 , 4.83 , 5.89 , 6.57 , 15.02 , 10.17 , 8.06 , 12.69 ,34%,34%
Net profit, 7.53 , 10.27 , 10.85 , 7.63 , 8.56 , 12.57 , 13.70 , 48.00 , 15.96 , 9.84 , 25.01 , 14.55 , 6.09 
EPS, 13.19 , 17.99 , 19.01 , 13.37 , 15.00 , 22.02 , 24.00 , 84.10 , 27.96 , 17.24 , 43.80 , 25.47 , 10.67 
Price to earning, 3.99 , 6.96 , 6.42 , 6.41 , 6.40 , 5.44 , 14.63 , 3.62 , 11.75 , 22.03 , 9.76 , 11.79 , 8.86 
Price, 52.69 , 125.17 , 122.08 , 85.73 , 96.01 , 119.89 , 351.18 , 304.81 , 328.65 , 379.74 , 427.55 , 300.35 , 94.46 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,26.56%,25.02%,23.69%,33.68%,30.02%,22.67%,22.92%,6.54%,19.67%,31.91%,,,
OPM,12.43%,13.11%,12.75%,10.17%,9.44%,10.98%,11.08%,4.76%,8.40%,5.64%,9.39%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,5.19%,3.99%,1.76%,-3.50%,11.31%,11.31%,-3.50%
,,,,,,OPM,9.54%,8.56%,8.17%,6.23%,9.39%,9.39%,6.23%
,,,,,,Price to Earning, 8.86 , 10.01 , 11.21 , 11.79 , 9.76 , 11.79 , 8.86 
