CYIENT LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 27.61 , 27.75 , 55.64 , 55.71 , 55.80 , 55.98 , 56.18 , 56.20 , 56.30 , 56.30 
Reserves, 662.29 , 776.08 , 852.31 , 979.23 ," 1,110.83 "," 1,329.83 "," 1,524.43 "," 1,621.20 "," 1,825.90 "," 2,005.10 "
Borrowings, 18.67 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Liabilities, 198.50 , 172.81 , 115.30 , 162.14 , 217.39 , 236.19 , 260.24 , 244.30 , 281.10 , 339.70 
Total, 907.07 , 976.64 ," 1,023.25 "," 1,197.08 "," 1,384.02 "," 1,622.00 "," 1,840.85 "," 1,921.70 "," 2,163.30 "," 2,401.10 "
,,,,,,,,,,
Net Block, 209.17 , 199.45 , 270.24 , 287.80 , 311.84 , 312.93 , 308.61 , 271.60 , 255.60 , 254.40 
Capital Work in Progress, 58.42 , 60.48 , 5.76 , 17.39 , 22.76 , 3.50 , 3.28 , 0.60 , 16.30 , 46.40 
Investments, 102.69 , 276.35 , 179.33 , 166.95 , 205.68 , 184.74 , 479.64 , 537.70 , 553.00 , 576.90 
Other Assets, 536.79 , 440.36 , 567.92 , 724.94 , 843.74 ," 1,120.83 "," 1,049.32 "," 1,111.80 "," 1,338.40 "," 1,523.40 "
Total, 907.07 , 976.64 ," 1,023.25 "," 1,197.08 "," 1,384.02 "," 1,622.00 "," 1,840.85 "," 1,921.70 "," 2,163.30 "," 2,401.10 "
,,,,,,,,,,
Working Capital, 338.29 , 267.55 , 452.62 , 562.80 , 626.35 , 884.64 , 789.08 , 867.50 ," 1,057.30 "," 1,183.70 "
Debtors, 154.05 , 113.11 , 142.46 , 181.30 , 180.26 , 266.45 , 298.39 , 280.20 , 295.00 , 415.10 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 99.24 , 73.49 , 80.28 , 76.61 , 62.57 , 79.42 , 84.17 , 82.11 , 83.34 , 105.24 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,10%,16%,13%,15%,16%,18%,17%,14%,13%,19%
Return on Capital Emp,,21%,15%,23%,24%,26%,23%,18%,16%,27%
,,,,,,,,,,
