CIGNITI TECHNOLOGIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 8.59 , 8.59 , 9.34 , 16.89 , 18.85 , 20.82 , 24.74 , 25.50 , 26.51 , 27.25 
Reserves, 2.98 , 3.05 , 3.23 , 20.45 , 32.37 , 67.59 , 206.79 , 274.37 , 103.19 , 145.42 
Borrowings, 1.35 , 2.05 , 2.27 , 2.23 , 0.79 , 2.85 , 12.47 , 20.23 , 63.02 , 59.52 
Other Liabilities, 1.27 , 1.34 , 1.86 , 4.55 , 3.37 , 25.50 , 20.77 , 61.04 , 47.89 , 47.21 
Total, 14.19 , 15.03 , 16.70 , 44.12 , 55.38 , 116.76 , 264.77 , 381.14 , 240.61 , 279.40 
,,,,,,,,,,
Net Block, 5.84 , 5.75 , 6.17 , 6.04 , 6.24 , 11.06 , 12.79 , 52.27 , 7.63 , 6.05 
Capital Work in Progress, 2.57 , 3.51 , 3.51 , 3.51 , 3.51 , 3.51 , 46.97 , 20.82 , -   , -   
Investments, -   , -   , -   , 22.62 , 22.62 , 53.13 , 66.76 , 69.80 , 69.80 , 69.41 
Other Assets, 5.78 , 5.77 , 7.02 , 11.95 , 23.01 , 49.06 , 138.25 , 238.25 , 163.18 , 203.94 
Total, 14.19 , 15.03 , 16.70 , 44.12 , 55.38 , 116.76 , 264.77 , 381.14 , 240.61 , 279.40 
,,,,,,,,,,
Working Capital, 4.51 , 4.43 , 5.16 , 7.40 , 19.64 , 23.56 , 117.48 , 177.21 , 115.29 , 156.73 
Debtors, 2.23 , 2.08 , 2.43 , 2.79 , 9.33 , 22.51 , 42.49 , 50.85 , 110.61 , 147.60 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 160.54 , 150.04 , 117.17 , 99.45 , 144.48 , 147.99 , 135.70 , 90.76 , 146.76 , 221.01 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,1%,1%,2%,1%,2%,9%,2%,11%,-144%,15%
Return on Capital Emp,,2%,4%,3%,4%,17%,4%,16%,-68%,17%
,,,,,,,,,,
