ELECTROSTEEL CASTINGS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,838.05 "," 1,428.77 "," 1,709.53 "," 1,916.66 "," 1,934.55 "," 2,186.88 "," 2,153.78 "," 2,016.15 "," 1,793.56 "," 1,938.43 "," 2,365.79 "," 2,365.79 "," 1,856.80 "
Expenses," 1,569.53 "," 1,144.49 "," 1,463.39 "," 1,809.94 "," 1,744.28 "," 1,881.82 "," 1,875.52 "," 1,730.01 "," 1,517.37 "," 1,712.59 "," 2,017.79 "," 2,017.79 "," 1,634.56 "
Operating Profit, 268.52 , 284.28 , 246.14 , 106.72 , 190.27 , 305.06 , 278.26 , 286.14 , 276.19 , 225.84 , 348.00 , 348.00 , 222.24 
Other Income, 89.92 , 122.34 , 101.75 , 70.77 , 95.05 , 19.70 , 30.81 , 19.80 , 97.04 , 79.28 , (727.12), -   , -   
Depreciation, 52.13 , 52.30 , 54.41 , 54.26 , 53.09 , 52.97 , 67.43 , 64.89 , 63.69 , 59.22 , 54.81 , 54.81 , 54.81 
Interest, 97.26 , 46.40 , 78.60 , 100.65 , 111.24 , 135.82 , 145.32 , 169.08 , 201.05 , 202.32 , 225.40 , 225.40 , 225.40 
Profit before tax, 209.05 , 307.92 , 214.88 , 22.58 , 120.98 , 135.96 , 96.34 , 71.98 , 108.49 , 43.59 , (659.33), 67.79 , (57.97)
Tax, 68.66 , 101.63 , 60.25 , (19.80), 23.75 , 35.41 , 23.67 , 16.12 , 31.21 , (3.40), (23.48),0%,0%
Net profit, 140.39 , 206.29 , 154.63 , 42.38 , 97.23 , 100.56 , 72.67 , 55.87 , 77.28 , 46.99 , (635.86), 67.79 , (57.97)
EPS, 4.89 , 6.31 , 4.73 , 1.30 , 2.98 , 2.92 , 2.04 , 1.57 , 2.16 , 1.32 , (15.68), 1.67 , (1.43)
Price to earning, 4.04 , 8.15 , 6.96 , 16.38 , 5.61 , 7.33 , 9.10 , 11.99 , 17.13 , 23.07 , -   , 17.40 , -   
Price, 19.72 , 51.44 , 32.95 , 21.24 , 16.69 , 21.43 , 18.52 , 18.77 , 37.09 , 30.37 , 19.10 , 29.09 , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,25.58%,19.80%,26.42%,38.56%,16.81%,22.23%,31.93%,31.95%,23.10%,22.79%,,,
OPM,14.61%,19.90%,14.40%,5.57%,9.84%,13.95%,12.92%,14.19%,15.40%,11.65%,14.71%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,0.59%,1.81%,0.04%,-3.45%,22.05%,22.05%,-3.45%
,,,,,,OPM,13.04%,11.97%,13.59%,13.71%,14.71%,14.71%,11.97%
,,,,,,Price to Earning, 10.98 , 12.94 , 13.72 , 17.40 , -   , 17.40 , -   
