BASF INDIA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,116.66 "," 1,381.69 "," 3,063.88 "," 3,515.94 "," 3,940.63 "," 4,429.90 "," 4,705.76 "," 4,749.17 "," 5,073.41 "," 5,583.40 "," 6,025.67 "," 6,144.66 "," 5,936.86 "
Expenses," 1,001.20 "," 1,216.11 "," 2,883.52 "," 3,305.99 "," 3,720.41 "," 4,243.61 "," 4,579.33 "," 4,643.40 "," 4,803.73 "," 5,261.77 "," 5,861.00 "," 5,866.63 "," 5,774.62 "
Operating Profit, 115.46 , 165.58 , 180.36 , 209.95 , 220.22 , 186.29 , 126.43 , 105.77 , 269.68 , 321.63 , 164.67 , 278.03 , 162.24 
Other Income, 9.00 , 12.45 , 25.89 , 5.11 , 3.92 , (2.24), 39.09 , 175.04 , 28.52 , 205.75 , 139.40 , -   , -   
Depreciation, 15.16 , 26.08 , 46.40 , 51.73 , 60.18 , 71.10 , 142.42 , 163.09 , 169.03 , 153.39 , 147.09 , 147.09 , 147.09 
Interest, 1.49 , 0.84 , 9.35 , 13.61 , 17.12 , 16.13 , 95.56 , 148.06 , 141.64 , 112.96 , 85.11 , 85.11 , 85.11 
Profit before tax, 107.81 , 151.11 , 150.50 , 149.72 , 169.03 , 194.37 , (65.86), (30.37), (12.47), 261.03 , 71.87 , 45.83 , (69.96)
Tax, 39.17 , 54.30 , 32.67 , 48.86 , 54.95 , 66.49 , 1.04 , -   , 1.66 , 14.53 , (9.86),-14%,-14%
Net profit, 68.64 , 96.81 , 117.83 , 100.86 , 114.08 , 127.88 , (66.90), (30.37), (14.13), 246.50 , 81.73 , 52.12 , (79.55)
EPS, 24.35 , 23.75 , 27.22 , 23.30 , 26.36 , 29.54 , (15.46), (7.02), (3.26), 56.95 , 18.88 , 12.04 , (18.38)
Price to earning, 8.40 , 16.58 , 23.57 , 25.03 , 21.82 , 27.27 , (74.82), (125.50), (403.78), 35.45 , 71.85 , 71.85 , 28.75 
Price, 204.53 , 393.62 , 641.63 , 583.24 , 574.95 , 805.60 ," 1,156.39 ", 880.54 ," 1,318.08 "," 2,018.69 "," 1,356.55 ", 865.03 , (528.26)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,28.74%,33.69%,29.39%,17.17%,15.18%,13.54%,0.00%,0.00%,0.00%,5.27%,,,
OPM,10.34%,11.98%,5.89%,5.97%,5.59%,4.21%,2.69%,2.23%,5.32%,5.76%,2.73%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,19.58%,8.95%,7.22%,5.87%,10.05%,10.05%,5.87%
,,,,,,OPM,5.06%,4.50%,4.11%,4.52%,2.73%,4.52%,2.73%
,,,,,,Price to Earning, 28.75 , 36.28 , 44.86 , 53.65 , 71.85 , 71.85 , 28.75 
