ASHAPURA INTIMATES FASHION LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 0.09 , 0.17 , 0.31 , 5.31 , 14.22 , 19.47 , 19.47 , 19.47 , 24.81 , 25.21 
Reserves, 1.07 , 2.38 , 6.99 , 5.68 , 3.96 , 23.41 , 29.73 , 42.07 , 117.87 , 194.66 
Borrowings, 6.17 , 8.57 , 18.84 , 34.39 , 62.94 , 56.62 , 59.21 , 31.17 , 111.50 , 94.46 
Other Liabilities, 6.07 , 3.98 , 8.44 , 12.52 , 78.78 , 32.50 , 49.61 , 27.78 , 42.33 , 33.35 
Total, 13.40 , 15.10 , 34.58 , 57.90 , 159.90 , 132.00 , 158.02 , 120.49 , 296.51 , 347.68 
,,,,,,,,,,
Net Block, 2.10 , 1.97 , 2.72 , 5.20 , 8.91 , 9.08 , 10.30 , 11.79 , 20.00 , 17.62 
Capital Work in Progress, -   , -   , 0.06 , -   , -   , 0.23 , 0.20 , -   , -   , -   
Investments, -   , -   , -   , -   , -   , 1.59 , 1.78 , 1.78 , -   , -   
Other Assets, 11.30 , 13.13 , 31.80 , 52.70 , 150.99 , 121.10 , 145.74 , 106.92 , 276.51 , 330.06 
Total, 13.40 , 15.10 , 34.58 , 57.90 , 159.90 , 132.00 , 158.02 , 120.49 , 296.51 , 347.68 
,,,,,,,,,,
Working Capital, 5.23 , 9.15 , 23.36 , 40.18 , 72.21 , 88.60 , 96.13 , 79.14 , 234.18 , 296.71 
Debtors, 7.10 , 6.70 , 19.66 , 16.31 , 83.54 , 41.38 , 63.69 , 43.97 , 99.75 , 141.18 
Inventory, 3.46 , 5.83 , 10.32 , 34.29 , 60.80 , 59.54 , 68.67 , 47.09 , 92.88 , 95.01 
,,,,,,,,,,
Debtor Days, 177.99 , 100.68 , 142.07 , 58.95 , 234.86 , 91.19 , 131.01 , 86.80 , 117.82 , 150.01 
Inventory Turnover, 4.21 , 4.17 , 4.89 , 2.94 , 2.14 , 2.78 , 2.58 , 3.93 , 3.33 , 3.62 
,,,,,,,,,,
Return on Equity,22%,16%,19%,31%,26%,13%,18%,20%,15%,28%
Return on Capital Emp,,18%,23%,26%,21%,19%,23%,24%,26%,34%
,,,,,,,,,,
