KIRLOSKAR BROTHERS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 21.15 , 15.87 , 15.87 , 15.87 , 15.87 , 15.87 , 15.88 , 15.88 , 15.88 , 15.88 
Reserves, 678.78 , 690.52 , 727.57 , 737.76 , 762.69 , 784.19 , 780.43 , 790.28 , 822.13 , 879.62 
Borrowings, 320.44 , 357.24 , 348.69 , 349.99 , 268.45 , 223.98 , 238.21 , 254.23 , 189.49 , 165.03 
Other Liabilities, 974.90 ," 1,025.24 "," 1,049.32 ", 849.14 , 881.40 , 924.69 , 908.54 , 908.30 , 930.41 ," 1,015.76 "
Total," 1,995.27 "," 2,088.87 "," 2,141.45 "," 1,952.76 "," 1,928.41 "," 1,948.73 "," 1,943.06 "," 1,968.69 "," 1,957.91 "," 2,076.29 "
,,,,,,,,,,
Net Block, 206.13 , 272.66 , 279.67 , 282.93 , 309.02 , 310.30 , 310.50 , 295.59 , 291.74 , 281.34 
Capital Work in Progress, 70.47 , 21.40 , 20.03 , 36.01 , 7.43 , 3.35 , 7.07 , 6.13 , 3.26 , 11.77 
Investments, 338.38 , 190.30 , 167.33 , 214.94 , 214.94 , 214.94 , 233.41 , 239.30 , 238.80 , 273.11 
Other Assets," 1,380.29 "," 1,604.51 "," 1,674.42 "," 1,418.88 "," 1,397.02 "," 1,420.14 "," 1,392.08 "," 1,427.67 "," 1,424.11 "," 1,510.07 "
Total," 1,995.27 "," 2,088.87 "," 2,141.45 "," 1,952.76 "," 1,928.41 "," 1,948.73 "," 1,943.06 "," 1,968.69 "," 1,957.91 "," 2,076.29 "
,,,,,,,,,,
Working Capital, 405.39 , 579.27 , 625.10 , 569.74 , 515.62 , 495.45 , 483.54 , 519.37 , 493.70 , 494.31 
Debtors, 612.65 , 599.75 , 449.34 , 298.05 , 355.27 , 341.44 , 394.67 , 356.61 , 339.97 , 381.79 
Inventory, 155.66 , 179.03 , 192.75 , 209.96 , 183.31 , 132.07 , 187.66 , 206.22 , 259.51 , 312.65 
,,,,,,,,,,
Debtor Days, 122.34 , 108.88 , 84.78 , 61.49 , 69.91 , 71.40 , 89.40 , 79.43 , 71.50 , 72.86 
Inventory Turnover, 11.74 , 11.23 , 10.04 , 8.43 , 10.12 , 13.22 , 8.59 , 7.95 , 6.69 , 6.12 
,,,,,,,,,,
Return on Equity,10%,17%,8%,4%,6%,6%,1%,1%,4%,7%
Return on Capital Emp,,21%,14%,8%,11%,11%,5%,4%,8%,11%
,,,,,,,,,,
