INDOCO REMEDIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 354.51 , 401.65 , 480.12 , 567.54 , 629.01 , 725.82 , 850.89 ," 1,004.76 "," 1,072.05 "," 1,038.21 ", 985.35 ," 1,109.40 "," 1,007.11 "
Expenses, 308.86 , 348.40 , 413.38 , 484.11 , 537.86 , 607.65 , 688.43 , 834.09 , 915.44 , 903.35 , 887.77 , 944.81 , 907.37 
Operating Profit, 45.65 , 53.25 , 66.74 , 83.43 , 91.15 , 118.17 , 162.46 , 170.67 , 156.61 , 134.86 , 97.58 , 164.59 , 99.73 
Other Income, 3.93 , 4.38 , 5.89 , 2.18 , 1.43 , 1.75 , 1.74 , 1.40 , 4.14 , 4.79 , 2.25 , -   , -   
Depreciation, 11.16 , 12.10 , 13.45 , 19.25 , 23.72 , 30.91 , 47.11 , 60.63 , 63.27 , 67.71 , 68.43 , 68.43 , 68.43 
Interest, 5.85 , 2.91 , 3.53 , 16.33 , 21.87 , 18.80 , 10.34 , 12.15 , 6.16 , 23.51 , 24.24 , 24.24 , 24.24 
Profit before tax, 33.13 , 43.12 , 56.59 , 51.26 , 48.37 , 72.11 , 109.49 , 99.29 , 91.33 , 48.42 , 7.16 , 71.92 , 7.06 
Tax, 1.69 , 1.03 , 5.47 , 4.92 , 5.71 , 14.21 , 26.68 , 17.01 , 13.88 , 7.23 , 1.13 ,16%,16%
Net profit, 31.44 , 42.09 , 51.12 , 46.34 , 42.66 , 57.90 , 82.81 , 82.29 , 77.46 , 41.20 , 6.03 , 60.57 , 5.95 
EPS, 5.12 , 6.85 , 8.32 , 7.54 , 4.63 , 6.28 , 8.99 , 8.93 , 8.41 , 4.47 , 0.65 , 6.57 , 0.65 
Price to earning, 3.72 , 7.78 , 7.15 , 7.90 , 13.34 , 21.83 , 40.74 , 30.76 , 28.08 , 48.26 , 283.33 , 283.33 , 44.81 
Price, 19.06 , 53.29 , 59.46 , 59.60 , 61.78 , 137.17 , 366.09 , 274.72 , 236.04 , 215.76 , 185.40 ," 1,862.27 ", 28.93 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,20.52%,20.43%,19.23%,14.59%,23.77%,22.28%,17.80%,17.91%,19.03%,22.35%,,,
OPM,12.88%,13.26%,13.90%,14.70%,14.49%,16.28%,19.09%,16.99%,14.61%,12.99%,9.90%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,12.68%,11.65%,10.54%,6.86%,-3.16%,6.86%,-3.16%
,,,,,,OPM,15.20%,15.58%,15.83%,14.84%,9.90%,14.84%,9.90%
,,,,,,Price to Earning, 44.81 , 59.28 , 75.50 , 97.61 , 283.33 , 283.33 , 44.81 
