JAMMU AND KASHMIR BANK LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 48.49 , 48.49 , 48.49 , 48.49 , 48.49 , 48.49 , 48.49 , 48.49 , 52.15 , 55.70 
Reserves," 2,574.37 "," 2,961.97 "," 3,430.19 "," 4,044.69 "," 4,816.20 "," 5,675.12 "," 6,061.56 "," 6,375.48 "," 5,624.35 "," 6,105.51 "
Borrowings," 34,000.72 "," 38,337.37 "," 45,780.59 "," 54,587.86 "," 65,295.62 "," 71,100.86 "," 68,095.86 "," 71,630.25 "," 73,739.14 "," 81,634.84 "
Other Liabilities," 1,069.67 "," 1,198.96 "," 1,248.89 "," 1,588.94 "," 1,583.00 "," 1,795.25 "," 1,724.84 "," 2,213.85 "," 2,603.04 "," 1,891.57 "
Total," 37,693.25 "," 42,546.79 "," 50,508.16 "," 60,269.98 "," 71,743.31 "," 78,619.72 "," 75,930.75 "," 80,268.07 "," 82,018.68 "," 89,687.62 "
,,,,,,,,,,
Net Block, 196.29 , 202.81 , 391.64 , 415.10 , 443.50 , 506.52 , 654.75 , 705.12 ," 1,478.97 "," 1,598.04 "
Capital Work in Progress, 3.12 , 1.32 , 2.13 , 5.17 , 12.68 , 27.29 , 34.16 , 58.60 , 64.34 , 16.55 
Investments," 10,736.33 "," 13,956.25 "," 19,695.77 "," 21,624.32 "," 25,741.07 "," 26,195.07 "," 22,759.59 "," 20,353.62 "," 21,290.89 "," 18,880.03 "
Other Assets," 26,757.51 "," 28,386.41 "," 30,418.62 "," 38,225.39 "," 45,546.06 "," 51,890.84 "," 52,482.25 "," 59,150.73 "," 59,184.48 "," 69,193.00 "
Total," 37,693.25 "," 42,546.79 "," 50,508.16 "," 60,269.98 "," 71,743.31 "," 78,619.72 "," 75,930.75 "," 80,268.07 "," 82,018.68 "," 89,687.62 "
,,,,,,,,,,
Working Capital," 25,687.84 "," 27,187.45 "," 29,169.73 "," 36,636.45 "," 43,963.06 "," 50,095.59 "," 50,757.41 "," 56,936.88 "," 56,581.44 "," 67,301.43 "
Debtors, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,16%,17%,18%,20%,22%,21%,8%,6%,-29%,3%
Return on Capital Emp,,7%,7%,8%,8%,8%,7%,6%,3%,5%
,,,,,,,,,,
