BHANSALI ENGINEERING POLYMERS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 16.59 , 16.59 , 16.59 , 16.59 , 16.59 , 16.59 , 16.59 , 16.59 , 16.59 , 16.59 
Reserves, 183.05 , 183.49 , 205.06 , 194.48 , 184.13 , 174.20 , 169.06 , 111.05 , 146.12 , 241.54 
Borrowings, 91.49 , 60.28 , 55.86 , 56.00 , 30.14 , 58.58 , 41.57 , 31.82 , 137.10 , -   
Other Liabilities, 111.59 , 145.35 , 150.03 , 125.10 , 146.48 , 129.68 , 169.74 , 192.48 , 123.15 , 168.12 
Total, 402.72 , 405.71 , 427.54 , 392.17 , 377.34 , 379.05 , 396.96 , 351.94 , 422.96 , 426.25 
,,,,,,,,,,
Net Block, 182.66 , 168.32 , 165.53 , 155.56 , 142.68 , 132.78 , 122.17 , 81.85 , 93.00 , 107.41 
Capital Work in Progress, 8.27 , 10.59 , -   , -   , -   , -   , -   , -   , -   , 6.07 
Investments, -   , -   , -   , -   , -   , -   , 1.00 , 1.50 , 1.50 , 1.50 
Other Assets, 211.79 , 226.80 , 262.01 , 236.61 , 234.66 , 246.27 , 273.79 , 268.59 , 328.46 , 311.27 
Total, 402.72 , 405.71 , 427.54 , 392.17 , 377.34 , 379.05 , 396.96 , 351.94 , 422.96 , 426.25 
,,,,,,,,,,
Working Capital, 100.20 , 81.45 , 111.98 , 111.51 , 88.18 , 116.59 , 104.05 , 76.11 , 205.31 , 143.15 
Debtors, 161.55 , 159.44 , 186.06 , 156.17 , 128.74 , 107.66 , 146.56 , 131.90 , 136.71 , 185.42 
Inventory, 13.01 , 40.55 , 41.90 , 38.77 , 60.61 , 90.68 , 75.03 , 83.04 , 139.25 , 80.02 
,,,,,,,,,,
Debtor Days, 262.19 , 186.13 , 146.60 , 137.72 , 112.17 , 77.54 , 89.05 , 90.72 , 79.71 , 65.60 
Inventory Turnover, 17.29 , 7.71 , 11.06 , 10.68 , 6.91 , 5.59 , 8.01 , 6.39 , 4.50 , 12.89 
,,,,,,,,,,
Return on Equity,-6%,5%,15%,1%,1%,1%,3%,13%,22%,39%
Return on Capital Emp,,12%,20%,6%,5%,5%,9%,18%,29%,58%
,,,,,,,,,,
