IDFC LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 3,320.50 "," 3,582.83 "," 4,546.01 "," 6,183.45 "," 7,774.19 "," 8,219.97 ", 99.56 , 225.88 , 159.22 , 203.42 , 157.70 , 259.89 , 121.82 
Expenses, 264.96 , 296.90 , 410.69 , 508.14 , 615.51 , 842.49 , 32.06 ," 1,360.51 ", 72.31 , 40.92 , 55.78 , 91.93 , 70.19 
Operating Profit," 3,055.54 "," 3,285.93 "," 4,135.32 "," 5,675.31 "," 7,158.68 "," 7,377.48 ", 67.50 ," (1,134.63)", 86.91 , 162.50 , 101.92 , 167.96 , 51.63 
Other Income, 9.12 , 14.28 , 14.34 , 12.56 , 1.94 , 11.96 ," 1,618.49 ", -   , -   , 4.56 , 11.49 , -   , -   
Depreciation, 20.20 , 32.84 , 32.70 , 31.28 , 27.45 , 24.29 , (31.65), 4.96 , 5.25 , 5.24 , 5.17 , 5.17 , 5.17 
Interest," 2,079.54 "," 1,950.23 "," 2,386.52 "," 3,455.23 "," 4,665.19 "," 5,006.96 ", -   , -   , 2.73 , 0.30 , -   , -   , -   
Profit before tax, 964.92 ," 1,317.14 "," 1,730.44 "," 2,201.36 "," 2,467.98 "," 2,358.19 "," 1,717.64 "," (1,139.59)", 78.93 , 161.52 , 108.24 , 162.79 , 46.46 
Tax, 229.00 , 304.30 , 453.30 , 598.40 , 703.00 , 657.07 , 32.15 , 22.55 , 23.18 , 13.09 , (19.65),-18%,-18%
Net profit, 735.92 ," 1,012.84 "," 1,277.14 "," 1,602.96 "," 1,764.98 "," 1,701.12 "," 1,685.49 "," (1,162.14)", 55.75 , 148.43 , 127.89 , 192.35 , 54.89 
EPS, 5.68 , 7.79 , 8.74 , 10.60 , 11.65 , 11.22 , 10.58 , (7.29), 0.35 , 0.93 , 0.80 , 1.20 , 0.34 
Price to earning, 5.78 , 10.26 , 8.57 , 5.83 , 6.12 , 5.11 , 7.65 , (5.93), 165.17 , 57.19 , 49.43 , 90.60 , 32.11 
Price, 32.85 , 79.93 , 74.96 , 61.76 , 71.27 , 57.28 , 80.91 , 43.20 , 57.70 , 53.17 , 39.60 , 109.16 , 11.04 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,21.12%,19.26%,22.88%,21.70%,22.31%,23.18%,24.57%,0.00%,71.57%,80.66%,,,
OPM,92.02%,91.71%,90.97%,91.78%,92.08%,89.75%,67.80%,0.00%,54.58%,79.88%,64.63%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-26.68%,-35.84%,-51.74%,26.89%,27.76%,27.76%,-51.74%
,,,,,,OPM,90.35%,89.78%,86.38%,42.38%,64.63%,64.63%,42.38%
,,,,,,Price to Earning, 32.11 , 42.35 , 56.91 , 90.60 , 49.43 , 90.60 , 32.11 
