LARSEN & TOUBRO INFOTECH LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 15.84 , 16.13 , 16.13 , 16.13 , 16.13 , 16.13 , 16.13 , 17.00 , 17.10 , 17.20 
Reserves, 553.78 , 942.96 ," 1,100.33 "," 1,011.61 "," 1,216.87 "," 1,452.28 "," 1,909.33 "," 1,947.10 "," 2,959.80 "," 3,701.40 "
Borrowings, 156.48 , 44.58 , 237.84 , 248.56 , 206.55 , 107.32 , 217.53 , 54.60 , -   , -   
Other Liabilities, 578.36 , 452.42 , 547.98 , 708.35 , 750.04 , 935.35 , 820.49 , 993.00 ," 1,382.30 "," 1,475.30 "
Total," 1,304.46 "," 1,456.09 "," 1,902.28 "," 1,984.65 "," 2,189.59 "," 2,511.08 "," 2,963.48 "," 3,011.70 "," 4,359.20 "," 5,193.90 "
,,,,,,,,,,
Net Block, 164.78 , 161.85 , 191.66 , 247.16 , 254.17 , 294.26 , 337.25 , 320.40 , 285.90 , 272.70 
Capital Work in Progress, 6.72 , 23.11 , 19.67 , 28.44 , 78.32 , 50.64 , 24.30 , 18.90 , 1.20 , 6.80 
Investments, 222.93 , 281.12 , 510.84 , 439.29 , 423.66 , 454.83 , 457.54 , 322.50 ," 1,231.10 "," 1,560.30 "
Other Assets, 910.03 , 990.01 ," 1,180.11 "," 1,269.76 "," 1,433.44 "," 1,711.35 "," 2,144.39 "," 2,349.90 "," 2,841.00 "," 3,354.10 "
Total," 1,304.46 "," 1,456.09 "," 1,902.28 "," 1,984.65 "," 2,189.59 "," 2,511.08 "," 2,963.48 "," 3,011.70 "," 4,359.20 "," 5,193.90 "
,,,,,,,,,,
Working Capital, 331.67 , 537.59 , 632.13 , 561.41 , 683.40 , 776.00 ," 1,323.90 "," 1,356.90 "," 1,458.70 "," 1,878.80 "
Debtors, 416.20 , 360.73 , 466.20 , 626.67 , 723.40 , 849.58 ," 1,031.44 "," 1,101.10 "," 1,122.60 "," 1,327.50 "
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 77.87 , 74.10 , 74.51 , 77.29 , 73.07 , 66.77 , 79.35 , 72.17 , 66.27 , 70.16 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,46%,29%,28%,39%,46%,61%,40%,44%,31%,31%
Return on Capital Emp,,37%,32%,43%,56%,75%,51%,50%,48%,44%
,,,,,,,,,,
