BHARAT FINANCIAL INCLUSION LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 47.90 , 64.53 , 72.32 , 72.36 , 108.21 , 108.21 , 126.29 , 127.31 , 137.98 , 139.32 
Reserves, 605.86 , 889.32 ," 1,708.20 ", 357.81 , 282.18 , 351.00 , 920.16 ," 1,255.68 "," 2,308.76 "," 2,859.37 "
Borrowings," 2,136.57 "," 2,694.67 "," 2,235.20 "," 1,021.30 "," 1,618.38 "," 1,531.26 "," 3,279.84 "," 5,129.69 "," 7,125.08 "," 7,616.66 "
Other Liabilities, 248.60 , 406.69 , 310.71 , 270.65 , 502.68 , 506.73 , 372.44 , 641.02 , 845.75 , 915.34 
Total," 3,038.93 "," 4,055.21 "," 4,326.43 "," 1,722.12 "," 2,511.45 "," 2,497.20 "," 4,698.73 "," 7,153.70 "," 10,417.57 "," 11,530.69 "
,,,,,,,,,,
Net Block, 17.98 , 22.59 , 28.30 , 20.45 , 11.18 , 9.68 , 8.95 , 15.03 , 21.90 , 21.74 
Capital Work in Progress, 0.99 , 1.77 , 2.82 , 0.16 , 0.13 , 1.50 , 1.24 , 1.42 , 0.18 , -   
Investments, -   , 0.20 , 3.76 , 0.20 , 0.20 , 0.20 , 0.20 , 0.20 , 0.20 , 0.20 
Other Assets," 3,019.96 "," 4,030.65 "," 4,291.55 "," 1,701.31 "," 2,499.94 "," 2,485.82 "," 4,688.34 "," 7,137.05 "," 10,395.29 "," 11,508.75 "
Total," 3,038.93 "," 4,055.21 "," 4,326.43 "," 1,722.12 "," 2,511.45 "," 2,497.20 "," 4,698.73 "," 7,153.70 "," 10,417.57 "," 11,530.69 "
,,,,,,,,,,
Working Capital," 2,771.36 "," 3,623.96 "," 3,980.84 "," 1,430.66 "," 1,997.26 "," 1,979.09 "," 4,315.90 "," 6,496.03 "," 9,549.54 "," 10,593.41 "
Debtors, 2.14 , 2.95 , 1.55 , 0.21 , 0.56 , 2.57 , 3.42 , 6.37 , 10.93 , 11.37 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 1.41 , 1.13 , 0.45 , 0.16 , 0.58 , 1.72 , 1.56 , 1.76 , 2.31 , 1.98 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,12%,18%,6%,-316%,-76%,15%,18%,22%,12%,15%
Return on Capital Emp,,17%,14%,-41%,-9%,14%,15%,16%,10%,12%
,,,,,,,,,,
