ICICI BANK LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 31,092.55 "," 25,706.93 "," 25,974.05 "," 33,542.65 "," 40,075.60 "," 44,178.15 "," 49,091.14 "," 52,739.43 "," 54,156.28 "," 54,965.89 "," 63,401.19 "," 63,401.19 "," 57,400.30 "
Expenses," 10,750.30 "," 9,630.19 "," 8,344.65 "," 8,913.36 "," 10,332.26 "," 12,364.30 "," 14,741.88 "," 23,652.87 "," 29,205.55 "," 32,230.18 "," 37,750.20 "," 33,329.21 "," 34,177.16 "
Operating Profit," 20,342.25 "," 16,076.74 "," 17,629.40 "," 24,629.29 "," 29,743.34 "," 31,813.85 "," 34,349.26 "," 29,086.56 "," 24,950.73 "," 22,735.71 "," 25,650.99 "," 30,071.98 "," 23,223.14 "
Other Income," 8,176.26 "," 7,477.65 "," 6,647.90 "," 7,501.07 "," 8,345.70 "," 10,427.87 "," 12,176.13 "," 15,323.05 "," 19,504.48 "," 17,419.63 "," 14,512.17 ", -   , -   
Depreciation, 678.60 , 619.50 , 562.44 , 524.53 , 490.16 , 575.97 , 658.95 , 698.51 , 757.65 , 780.74 , -   , -   , -   
Interest," 22,725.94 "," 17,592.57 "," 16,957.15 "," 22,808.50 "," 26,209.18 "," 27,702.59 "," 30,051.53 "," 31,515.39 "," 32,418.96 "," 31,940.05 "," 36,386.40 "," 36,386.40 "," 36,386.40 "
Profit before tax," 5,113.97 "," 5,342.32 "," 6,757.71 "," 8,797.33 "," 11,389.69 "," 13,963.16 "," 15,814.92 "," 12,195.71 "," 11,278.61 "," 7,434.56 "," 3,776.76 "," (6,314.42)"," (13,163.26)"
Tax," 1,355.84 "," 1,317.34 "," 1,606.33 "," 2,332.07 "," 3,064.22 "," 4,152.69 "," 4,639.57 "," 2,469.43 "," 1,477.52 ", 657.13 , 413.46 ,11%,11%
Net profit," 3,758.13 "," 4,024.98 "," 5,151.38 "," 6,465.26 "," 8,325.47 "," 9,810.48 "," 11,175.35 "," 9,726.29 "," 9,801.09 "," 6,777.42 "," 3,363.30 "," (5,623.15)"," (11,722.22)"
EPS, 6.75 , 7.22 , 8.94 , 11.22 , 14.43 , 16.99 , 19.28 , 16.73 , 16.83 , 10.54 , 5.22 , (8.72), (18.18)
Price to earning, 11.05 , 24.00 , 22.53 , 14.10 , 13.54 , 13.38 , 14.93 , 12.89 , 15.04 , 26.75 , 83.50 , 83.50 , 22.88 
Price, 74.62 , 173.25 , 201.47 , 158.11 , 195.45 , 227.30 , 287.78 , 215.62 , 253.07 , 282.01 , 435.50 , (728.12), (415.93)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,32.59%,33.24%,31.30%,29.42%,27.71%,27.08%,25.94%,29.90%,14.86%,14.23%,,,
OPM,65.42%,62.54%,67.87%,73.43%,74.22%,72.01%,69.97%,55.15%,46.07%,41.36%,40.46%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.54%,11.30%,6.52%,3.84%,15.35%,15.35%,3.84%
,,,,,,OPM,61.08%,60.02%,56.02%,47.43%,40.46%,47.43%,40.46%
,,,,,,Price to Earning, 22.88 , 24.27 , 27.75 , 34.55 , 83.50 , 83.50 , 22.88 
