LOTUS EYE HOSPITAL & INSTITUTE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 11.68 , 14.17 , 19.14 , 26.23 , 29.11 , 28.69 , 29.90 , 31.13 , 33.96 , 38.02 , 38.23 , 42.57 , 40.12 
Expenses, 8.30 , 11.28 , 15.64 , 24.63 , 25.53 , 25.40 , 27.71 , 27.14 , 30.63 , 33.67 , 35.13 , 37.75 , 36.86 
Operating Profit, 3.38 , 2.89 , 3.50 , 1.60 , 3.58 , 3.29 , 2.19 , 3.99 , 3.33 , 4.35 , 3.10 , 4.82 , 3.25 
Other Income, 0.52 , 0.15 , 0.19 , 0.36 , 0.64 , 0.39 , 0.46 , 0.58 , 0.68 , 0.91 , 0.72 , -   , -   
Depreciation, 1.66 , 2.56 , 2.90 , 4.14 , 3.73 , 3.54 , 4.76 , 4.44 , 3.44 , 3.37 , 3.19 , 3.19 , 3.19 
Interest, 0.82 , 0.69 , 0.10 , 0.05 , 0.05 , 0.04 , 0.10 , 0.16 , 0.15 , 0.18 , 0.08 , 0.08 , 0.08 
Profit before tax, 1.42 , (0.21), 0.69 , (2.24), 0.46 , 0.10 , (2.22), (0.03), 0.42 , 1.70 , 0.55 , 1.55 , (0.02)
Tax, 0.26 , 0.03 , 0.25 , 0.01 , 0.04 , 0.06 , (0.24), (0.12), (0.03), (0.04), (0.10),-18%,-18%
Net profit, 1.16 , (0.24), 0.44 , (2.25), 0.42 , 0.04 , (1.98), 0.10 , 0.44 , 1.75 , 0.66 , 1.83 , (0.02)
EPS, 0.56 , (0.12), 0.21 , (1.08), 0.20 , 0.02 , (0.95), 0.05 , 0.21 , 0.84 , 0.32 , 0.88 , (0.01)
Price to earning, 60.54 , (227.82), 59.85 , (8.33), 34.43 , 323.74 , (13.70), 366.12 , 166.03 , 35.43 , 62.08 , 157.42 , 62.08 
Price, 33.77 , 26.29 , 12.66 , 9.01 , 6.95 , 6.23 , 13.04 , 17.61 , 35.13 , 29.81 , 19.70 , 138.44 , (0.60)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,236.36%,59.43%,,,
OPM,28.94%,20.40%,18.29%,6.10%,12.30%,11.47%,7.32%,12.82%,9.81%,11.44%,8.11%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,14.01%,10.30%,5.49%,8.34%,11.96%,11.96%,5.49%
,,,,,,OPM,12.25%,10.29%,10.61%,11.32%,8.11%,11.32%,8.11%
,,,,,,Price to Earning, 138.53 , 164.64 , 190.68 , 157.42 , 62.08 , 157.42 , 62.08 
