AKSHARCHEM (INDIA) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 3.40 , 3.40 , 3.40 , 4.95 , 4.95 , 4.95 , 7.31 , 7.31 , 7.31 , 8.20 
Reserves, 3.18 , 4.69 , 11.07 , 8.50 , 12.00 , 29.14 , 64.14 , 77.69 , 133.08 , 229.52 
Borrowings, 19.78 , 15.34 , 10.76 , 14.01 , 13.96 , 9.15 , 23.98 , 31.08 , 31.92 , -   
Other Liabilities, 10.49 , 17.89 , 19.28 , 12.26 , 15.55 , 27.98 , 52.66 , 39.64 , 46.70 , 61.49 
Total, 36.85 , 41.32 , 44.51 , 39.72 , 46.46 , 71.22 , 148.09 , 155.72 , 219.01 , 299.21 
,,,,,,,,,,
Net Block, 12.60 , 12.17 , 11.79 , 16.53 , 15.52 , 20.63 , 54.82 , 56.43 , 64.71 , 86.14 
Capital Work in Progress, -   , -   , 0.94 , -   , -   , 0.35 , 1.85 , 4.04 , 8.87 , 27.26 
Investments, 1.04 , 1.04 , 0.06 , 0.06 , 0.06 , 7.69 , 18.34 , 22.50 , 51.07 , 77.13 
Other Assets, 23.21 , 28.11 , 31.72 , 23.13 , 30.88 , 42.55 , 73.08 , 72.75 , 94.36 , 108.68 
Total, 36.85 , 41.32 , 44.51 , 39.72 , 46.46 , 71.22 , 148.09 , 155.72 , 219.01 , 299.21 
,,,,,,,,,,
Working Capital, 12.72 , 10.22 , 12.44 , 10.87 , 15.33 , 14.57 , 20.42 , 33.11 , 47.66 , 47.19 
Debtors, 9.56 , 8.84 , 5.69 , 7.14 , 8.21 , 13.42 , 21.01 , 22.79 , 13.32 , 27.53 
Inventory, 2.96 , 4.21 , 9.65 , 4.65 , 3.67 , 10.94 , 18.15 , 15.98 , 32.17 , 29.65 
,,,,,,,,,,
Debtor Days, 69.03 , 42.51 , 24.56 , 50.22 , 31.27 , 33.81 , 38.38 , 44.31 , 19.58 , 38.02 
Inventory Turnover, 17.08 , 18.03 , 8.76 , 11.16 , 26.11 , 13.24 , 11.01 , 11.75 , 7.72 , 8.91 
,,,,,,,,,,
Return on Equity,-78%,19%,44%,-29%,22%,59%,22%,20%,38%,13%
Return on Capital Emp,,14%,32%,-10%,17%,81%,39%,28%,57%,22%
,,,,,,,,,,
