INDOSOLAR LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 0.01 , 208.40 , 335.14 , 335.14 , 335.14 , 335.14 , 358.13 , 358.13 , 358.13 , 372.07 
Reserves, (13.86), (76.61), 77.19 , (125.17), (249.06), (386.02), (464.65), (605.92), (670.49), (832.44)
Borrowings, 244.83 , 543.73 , 524.50 , 762.75 , 911.81 ," 1,003.47 ", 977.60 , 955.34 , 932.79 , 819.87 
Other Liabilities, 243.69 , 180.47 , 65.06 , 173.05 , 210.16 , 281.35 , 330.12 , 464.96 , 495.95 , 384.22 
Total, 474.67 , 855.99 ," 1,001.89 "," 1,145.77 "," 1,208.05 "," 1,233.94 "," 1,201.20 "," 1,172.51 "," 1,116.38 ", 743.72 
,,,,,,,,,,
Net Block, 70.24 , 653.39 , 594.89 , 560.87 , 521.80 , 491.62 , 469.93 , 445.48 , 452.25 , 426.54 
Capital Work in Progress, 362.76 , 10.06 , 15.21 , 420.56 , 500.49 , 569.11 , 574.23 , 596.54 , 563.15 , 257.48 
Investments, -   , -   , 66.00 , 0.10 , -   , -   , -   , -   , -   , -   
Other Assets, 41.67 , 192.54 , 325.79 , 164.24 , 185.76 , 173.21 , 157.04 , 130.49 , 100.98 , 59.70 
Total, 474.67 , 855.99 ," 1,001.89 "," 1,145.77 "," 1,208.05 "," 1,233.94 "," 1,201.20 "," 1,172.51 "," 1,116.38 ", 743.72 
,,,,,,,,,,
Working Capital, (202.02), 12.07 , 260.73 , (8.81), (24.40), (108.14), (173.08), (334.47), (394.97), (324.52)
Debtors, -   , 23.11 , 63.08 , 10.82 , 17.83 , 3.31 , 1.57 , 3.49 , 11.21 , 2.91 
Inventory, 2.95 , 77.34 , 99.87 , 32.10 , 40.45 , 36.72 , 22.24 , 26.34 , 36.64 , 26.66 
,,,,,,,,,,
Debtor Days, -   , 74.97 , 39.56 , 42.94 , 122.26 , 77.10 , 1.94 , 4.94 , 9.25 , 3.38 
Inventory Turnover, -   , 1.45 , 5.83 , 2.87 , 1.32 , 0.43 , 13.31 , 9.78 , 12.07 , 11.78 
,,,,,,,,,,
Return on Equity,,-50%,-14%,-96%,-144%,,,,,
Return on Capital Emp,,-9%,1%,-15%,-7%,-6%,3%,-2%,7%,-22%
,,,,,,,,,,
