HITECH CORPORATION LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 134.38 , 158.79 , 204.45 , 231.46 , 255.93 , 271.04 , 464.83 , 392.58 , 367.25 , 388.46 , 461.90 , 461.90 , 361.64 
Expenses, 113.92 , 131.59 , 174.05 , 198.79 , 226.83 , 241.93 , 424.57 , 347.08 , 332.04 , 351.26 , 410.48 , 410.48 , 325.69 
Operating Profit, 20.46 , 27.20 , 30.40 , 32.67 , 29.10 , 29.11 , 40.26 , 45.50 , 35.21 , 37.20 , 51.42 , 51.42 , 35.95 
Other Income, 1.75 , 1.36 , 0.61 , 1.03 , 0.43 , 0.07 , 0.86 , 0.84 , 0.68 , 6.29 , 15.50 , -   , -   
Depreciation, 3.18 , 3.46 , 5.73 , 6.79 , 8.10 , 9.89 , 16.24 , 15.59 , 12.99 , 17.52 , 21.42 , 21.42 , 21.42 
Interest, 6.59 , 5.04 , 9.10 , 12.31 , 12.94 , 13.71 , 15.79 , 10.50 , 9.28 , 13.92 , 19.91 , 19.91 , 19.91 
Profit before tax, 12.44 , 20.06 , 16.18 , 14.60 , 8.50 , 5.58 , 9.09 , 20.25 , 13.63 , 12.03 , 25.59 , 10.09 , (5.38)
Tax, 3.18 , 6.31 , 4.32 , 3.62 , 1.49 , 1.83 , 2.31 , 6.13 , 4.26 , 4.27 , 9.17 ,36%,36%
Net profit, 9.26 , 13.75 , 11.86 , 10.98 , 7.02 , 3.74 , 6.79 , 14.12 , 9.36 , 7.76 , 16.41 , 6.47 , (3.45)
EPS, 7.03 , 10.44 , 9.00 , 8.33 , 5.33 , 2.84 , 4.47 , 8.22 , 5.45 , 4.52 , 9.55 , 3.77 , (2.01)
Price to earning, 5.82 , 8.78 , 10.36 , 6.81 , 7.85 , 17.65 , 24.28 , 20.82 , 35.22 , 34.38 , 9.93 , 25.09 , 9.93 
Price, 40.92 , 91.60 , 93.23 , 56.72 , 41.80 , 50.11 , 108.63 , 171.19 , 191.93 , 155.33 , 94.85 , 94.57 , (19.97)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,15.66%,14.40%,17.79%,19.22%,30.06%,31.82%,20.18%,10.98%,16.56%,19.97%,,,
OPM,15.23%,17.13%,14.87%,14.11%,11.37%,10.74%,8.66%,11.59%,9.59%,9.58%,11.13%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,12.52%,9.60%,8.70%,-5.81%,18.91%,18.91%,-5.81%
,,,,,,OPM,11.40%,10.50%,9.94%,10.27%,11.13%,11.13%,9.94%
,,,,,,Price to Earning, 16.54 , 19.62 , 23.71 , 25.09 , 9.93 , 25.09 , 9.93 
