CINEVISTA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 50.84 , 42.11 , 31.53 , 36.03 , 48.87 , 50.47 , 57.79 , 38.83 , 22.06 , 21.22 , 36.00 , 36.00 , 11.00 
Expenses, 46.21 , 37.45 , 30.33 , 31.15 , 43.55 , 44.84 , 53.10 , 38.04 , 23.53 , 32.32 , 45.05 , 35.65 , 11.00 
Operating Profit, 4.63 , 4.66 , 1.20 , 4.88 , 5.32 , 5.63 , 4.69 , 0.79 , (1.47), (11.10), (9.05), 0.35 , -   
Other Income, 1.21 , 0.57 , 0.79 , 0.07 , 0.19 , 0.10 , 0.36 , 4.95 , 7.31 , 14.59 , 14.50 , -   , -   
Depreciation, 1.68 , 1.67 , 1.74 , 1.67 , 1.95 , 2.06 , 2.14 , 1.89 , 1.58 , 1.31 , 1.04 , 1.04 , 1.04 
Interest, 2.63 , 2.61 , 2.52 , 3.12 , 3.38 , 3.53 , 4.08 , 3.81 , 4.24 , 4.38 , 4.33 , 4.33 , 4.33 
Profit before tax, 1.53 , 0.95 , (2.27), 0.15 , 0.18 , 0.14 , (1.18), 0.05 , 0.03 , (2.20), 0.08 , (5.02), (5.37)
Tax, 0.64 , 0.62 , 0.73 , 0.14 , 0.06 , 0.05 , 0.12 , -   , 0.05 , 0.02 , 0.04 ,50%,50%
Net profit, 0.89 , 0.33 , (3.00), 0.01 , 0.12 , 0.09 , (1.29), 0.05 , (0.01), (2.22), 0.04 , (2.51), (2.69)
EPS, 0.15 , 0.06 , (0.52), 0.00 , 0.02 , 0.02 , (0.22), 0.01 , (0.00), (0.39), 0.01 , (0.44), (0.47)
Price to earning, 30.51 , 95.30 , (7.96)," 1,653.14 ", 145.16 , 202.35 , (14.28), 432.31 ," (4,056.38)", (25.96), 919.25 , 919.25 , 496.86 
Price, 4.73 , 5.48 , 4.16 , 2.88 , 3.03 , 3.17 , 3.21 , 3.76 , 7.06 , 10.03 , 6.40 , (401.89), (232.20)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,9.11%,11.07%,3.81%,13.54%,10.89%,11.16%,8.12%,2.03%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-9.25%,-5.50%,-15.37%,-28.39%,69.65%,69.65%,-28.39%
,,,,,,OPM,7.95%,7.74%,5.84%,0.96%,0.00%,0.96%,0.00%
,,,,,,Price to Earning, 496.86 , 670.44 , 517.97 , 675.78 , 919.25 , 919.25 , 496.86 
