ACTION CONSTRUCTION EQUIPMENTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 17.98 , 17.98 , 18.58 , 19.79 , 19.79 , 19.79 , 19.79 , 23.46 , 23.46 , 23.46 
Reserves, 138.97 , 152.93 , 243.70 , 277.84 , 283.62 , 288.23 , 293.14 , 282.68 , 333.69 , 382.10 
Borrowings, 39.14 , 30.18 , 71.52 , 145.08 , 156.21 , 149.61 , 137.72 , 124.26 , 113.65 , 78.30 
Other Liabilities, 87.12 , 120.44 , 162.21 , 152.41 , 162.07 , 164.70 , 177.97 , 212.19 , 235.68 , 360.80 
Total, 283.21 , 321.53 , 496.01 , 595.12 , 621.69 , 622.33 , 628.62 , 642.59 , 706.48 , 844.66 
,,,,,,,,,,
Net Block, 69.12 , 72.10 , 151.99 , 226.63 , 251.13 , 268.18 , 273.86 , 306.28 , 337.20 , 329.64 
Capital Work in Progress, 0.05 , 38.42 , 3.37 , 5.30 , 9.53 , 2.11 , 5.79 , 0.67 , 5.95 , 4.04 
Investments, 1.09 , 2.00 , 7.65 , 10.43 , 16.36 , 14.62 , 17.95 , 20.74 , 33.73 , 49.57 
Other Assets, 212.95 , 209.01 , 333.00 , 352.76 , 344.67 , 337.42 , 331.02 , 314.90 , 329.60 , 461.41 
Total, 283.21 , 321.53 , 496.01 , 595.12 , 621.69 , 622.33 , 628.62 , 642.59 , 706.48 , 844.66 
,,,,,,,,,,
Working Capital, 125.83 , 88.57 , 170.79 , 200.35 , 182.60 , 172.72 , 153.05 , 102.71 , 93.92 , 100.61 
Debtors, 52.58 , 51.17 , 83.14 , 85.55 , 83.34 , 68.28 , 80.61 , 81.33 , 103.86 , 169.81 
Inventory, 50.86 , 56.33 , 120.95 , 135.76 , 143.35 , 160.54 , 141.24 , 123.35 , 113.17 , 143.86 
,,,,,,,,,,
Debtor Days, 44.79 , 43.73 , 43.75 , 36.50 , 45.55 , 40.53 , 49.23 , 46.58 , 50.48 , 57.05 
Inventory Turnover, 8.43 , 7.58 , 5.73 , 6.30 , 4.66 , 3.83 , 4.23 , 5.17 , 6.64 , 7.55 
,,,,,,,,,,
Return on Equity,14%,14%,15%,10%,2%,1%,2%,3%,4%,13%
Return on Capital Emp,,18%,22%,12%,5%,3%,5%,7%,8%,18%
,,,,,,,,,,
