GAYATRI PROJECTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,004.59 "," 1,252.49 "," 1,440.55 "," 1,801.90 "," 2,022.20 "," 1,812.53 "," 1,601.14 "," 1,812.21 "," 2,115.35 "," 2,912.31 "," 3,245.24 "," 4,009.53 "," 3,157.91 "
Expenses, 891.01 ," 1,100.18 "," 1,269.93 "," 1,601.97 "," 1,756.11 "," 1,542.84 "," 1,391.44 "," 1,551.88 "," 1,791.95 "," 2,444.64 "," 2,708.25 "," 3,346.07 "," 2,725.61 "
Operating Profit, 113.58 , 152.31 , 170.62 , 199.93 , 266.09 , 269.69 , 209.70 , 260.33 , 323.40 , 467.67 , 536.99 , 663.46 , 432.30 
Other Income, 6.11 , (0.06), 5.64 , 3.33 , 2.43 , 2.49 , 2.25 , 7.00 , 15.21 , 8.92 , 2.01 , -   , -   
Depreciation, 19.70 , 20.06 , 22.73 , 29.06 , 31.29 , 29.98 , 28.20 , 37.47 , 43.16 , 54.67 , 64.72 , 64.72 , 64.72 
Interest, 36.85 , 55.44 , 74.18 , 104.37 , 135.23 , 159.73 , 148.67 , 160.18 , 201.38 , 239.37 , 262.41 , 262.41 , 262.41 
Profit before tax, 63.14 , 76.75 , 79.35 , 69.84 , 102.01 , 82.47 , 35.09 , 69.69 , 94.07 , 182.55 , 211.87 , 336.33 , 105.17 
Tax, 21.82 , 27.66 , 29.35 , 23.87 , 38.93 , 34.87 , 13.03 , 11.67 , 23.65 , (5.55), 20.48 ,10%,10%
Net profit, 41.32 , 49.09 , 50.00 , 45.97 , 63.09 , 47.61 , 22.05 , 58.01 , 70.43 , 188.09 , 191.40 , 303.82 , 95.00 
EPS, 8.18 , 8.84 , 8.34 , 3.84 , 4.17 , 3.15 , 1.46 , 3.27 , 3.97 , 10.05 , 10.22 , 16.23 , 5.07 
Price to earning, 1.50 , 7.61 , 4.56 , 6.34 , 3.33 , 3.79 , 19.56 , 33.13 , 36.91 , 20.28 , 16.55 , 26.72 , 13.96 
Price, 12.27 , 67.30 , 38.04 , 24.32 , 13.91 , 11.93 , 28.53 , 108.42 , 146.66 , 203.79 , 169.20 , 433.61 , 70.85 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,9.78%,11.31%,12.00%,15.64%,14.38%,12.71%,13.70%,12.22%,0.00%,0.00%,,,
OPM,11.31%,12.16%,11.84%,11.10%,13.16%,14.88%,13.10%,14.37%,15.29%,16.06%,16.55%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,12.55%,10.58%,7.57%,22.07%,37.68%,37.68%,7.57%
,,,,,,OPM,13.69%,14.18%,14.93%,15.37%,16.55%,16.55%,13.69%
,,,,,,Price to Earning, 13.96 , 17.49 , 21.70 , 26.72 , 16.55 , 26.72 , 13.96 
