J KUMAR INFRAPROJECTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 20.72 , 27.80 , 27.80 , 27.80 , 27.80 , 27.80 , 32.23 , 37.83 , 37.83 , 37.83 
Reserves, 130.05 , 283.78 , 350.40 , 411.21 , 475.63 , 547.49 , 756.86 ," 1,253.91 "," 1,352.98 "," 1,470.94 "
Borrowings, 48.51 , 57.12 , 167.40 , 170.60 , 236.33 , 557.15 , 515.44 , 353.74 , 436.85 , 580.38 
Other Liabilities, 87.74 , 211.58 , 105.78 , 243.57 , 418.50 , 520.62 , 387.70 , 318.15 , 935.64 ," 1,272.40 "
Total, 287.02 , 580.28 , 651.38 , 853.18 ," 1,158.26 "," 1,653.06 "," 1,692.23 "," 1,963.63 "," 2,763.30 "," 3,361.55 "
,,,,,,,,,,
Net Block, 101.07 , 102.93 , 114.07 , 146.83 , 208.89 , 325.53 , 430.07 , 429.88 , 511.46 , 716.10 
Capital Work in Progress, -   , -   , 59.76 , 59.76 , 101.25 , 175.21 , 63.26 , 67.53 , 71.23 , 126.18 
Investments, 0.95 , 0.02 , 0.10 , 0.10 , 0.10 , 2.29 , 1.13 , 178.94 , 0.33 , 15.04 
Other Assets, 185.00 , 477.33 , 477.45 , 646.49 , 848.02 ," 1,150.03 "," 1,197.77 "," 1,287.28 "," 2,180.28 "," 2,504.23 "
Total, 287.02 , 580.28 , 651.38 , 853.18 ," 1,158.26 "," 1,653.06 "," 1,692.23 "," 1,963.63 "," 2,763.30 "," 3,361.55 "
,,,,,,,,,,
Working Capital, 97.26 , 265.75 , 371.67 , 402.92 , 429.52 , 629.41 , 810.07 , 969.13 ," 1,244.64 "," 1,231.83 "
Debtors, 37.30 , 68.33 , 101.84 , 88.85 , 114.71 , 131.98 , 200.84 , 295.57 , 486.14 , 528.77 
Inventory, 36.23 , 113.25 , 156.23 , 275.30 , 394.96 , 565.81 , 543.08 , 486.10 , 643.64 , 814.27 
,,,,,,,,,,
Debtor Days, 33.50 , 32.63 , 39.16 , 34.81 , 41.84 , 40.59 , 54.58 , 76.59 , 110.61 , 94.11 
Inventory Turnover, 11.22 , 6.75 , 6.08 , 3.38 , 2.53 , 2.10 , 2.47 , 2.90 , 2.49 , 2.52 
,,,,,,,,,,
Return on Equity,22%,22%,20%,16%,15%,15%,12%,8%,8%,9%
Return on Capital Emp,,42%,29%,24%,23%,19%,18%,15%,13%,14%
,,,,,,,,,,
