BANG OVERSEAS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 137.34 , 128.93 , 143.45 , 137.38 , 235.17 , 162.30 , 127.83 , 145.15 , 157.02 , 168.36 , 183.10 , 184.55 , 156.52 
Expenses, 134.27 , 125.07 , 136.26 , 133.82 , 229.77 , 175.57 , 128.75 , 140.57 , 150.89 , 165.83 , 178.00 , 179.35 , 153.80 
Operating Profit, 3.07 , 3.86 , 7.19 , 3.56 , 5.40 , (13.27), (0.92), 4.58 , 6.13 , 2.53 , 5.10 , 5.19 , 2.72 
Other Income, 4.15 , 6.31 , 10.33 , 3.48 , 3.73 , 3.10 , 2.78 , 2.99 , 3.26 , 4.22 , 2.78 , -   , -   
Depreciation, 1.96 , 1.86 , 1.91 , 1.23 , 1.25 , 1.24 , 2.64 , 2.02 , 2.17 , 2.10 , 2.39 , 2.39 , 2.39 
Interest, 4.61 , 4.70 , 5.19 , 5.03 , 4.74 , 4.87 , 4.85 , 4.50 , 1.40 , 0.93 , 1.07 , 1.07 , 1.07 
Profit before tax, 0.65 , 3.61 , 10.42 , 0.07 , 3.13 , (16.28), (5.63), 1.06 , 5.82 , 3.74 , 4.42 , 1.73 , (0.74)
Tax, (0.07), 1.28 , 2.56 , (0.17), 2.12 , (0.09), (0.30), (0.11), 2.02 , 0.44 , 2.41 ,55%,55%
Net profit, 0.72 , 2.33 , 7.86 , 0.23 , 1.02 , (16.20), (5.32), 1.17 , 3.80 , 3.30 , 2.00 , 0.79 , (0.33)
EPS, 0.53 , 1.72 , 5.80 , 0.17 , 0.75 , (11.95), (3.92), 0.86 , 2.80 , 2.43 , 1.47 , 0.58 , (0.25)
Price to earning, 179.45 , 27.21 , 7.11 , 89.99 , 18.51 , (0.84), (2.07), 18.84 , 17.13 , 14.23 , 30.65 , 30.65 , 20.21 
Price, 95.28 , 46.75 , 41.20 , 15.26 , 13.93 , 9.98 , 8.12 , 16.26 , 47.99 , 34.64 , 45.20 , 17.81 , (4.99)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,2.24%,2.99%,5.01%,2.59%,2.30%,0.00%,0.00%,3.16%,3.90%,1.50%,2.79%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,2.29%,2.31%,-6.47%,9.61%,8.76%,9.61%,-6.47%
,,,,,,OPM,2.35%,1.96%,1.74%,2.81%,2.79%,2.81%,1.74%
,,,,,,Price to Earning, 44.79 , 31.56 , 20.21 , 20.21 , 30.65 , 30.65 , 20.21 
