K P R MILL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 37.68 , 37.68 , 37.68 , 37.68 , 37.68 , 37.68 , 37.68 , 37.68 , 36.95 , 36.95 
Reserves, 472.23 , 498.25 , 542.47 , 550.59 , 624.81 , 722.30 , 825.72 , 943.37 ," 1,081.11 "," 1,299.77 "
Borrowings, 528.89 , 455.02 , 663.96 , 684.85 , 592.07 , 671.20 , 657.30 , 589.87 , 490.82 , 346.23 
Other Liabilities, 227.81 , 185.83 , 220.46 , 304.83 , 333.21 , 256.67 , 210.77 , 160.88 , 191.37 , 247.42 
Total," 1,266.61 "," 1,176.78 "," 1,464.57 "," 1,577.95 "," 1,587.77 "," 1,687.85 "," 1,731.47 "," 1,731.80 "," 1,800.25 "," 1,930.37 "
,,,,,,,,,,
Net Block, 820.58 , 769.00 , 814.36 ," 1,089.55 "," 1,029.70 ", 956.88 , 924.44 , 894.16 , 915.99 , 864.54 
Capital Work in Progress, 0.30 , 25.50 , 110.72 , 17.81 , -   , 5.98 , -   , 0.34 , 2.08 , 0.10 
Investments, -   , 0.10 , 0.10 , 26.89 , 140.62 , 174.16 , 79.88 , 78.06 , 88.29 , 90.53 
Other Assets, 445.73 , 382.18 , 539.39 , 443.70 , 417.45 , 550.83 , 727.15 , 759.24 , 793.89 , 975.20 
Total," 1,266.61 "," 1,176.78 "," 1,464.57 "," 1,577.95 "," 1,587.77 "," 1,687.85 "," 1,731.47 "," 1,731.80 "," 1,800.25 "," 1,930.37 "
,,,,,,,,,,
Working Capital, 217.92 , 196.35 , 318.93 , 138.87 , 84.24 , 294.16 , 516.38 , 598.36 , 602.52 , 727.78 
Debtors, 116.45 , 105.92 , 100.72 , 110.50 , 137.80 , 192.04 , 223.50 , 259.65 , 213.38 , 324.19 
Inventory, 207.04 , 122.65 , 266.84 , 168.26 , 139.35 , 241.22 , 284.34 , 266.32 , 306.68 , 391.34 
,,,,,,,,,,
Debtor Days, 59.18 , 49.03 , 34.79 , 33.66 , 33.69 , 35.77 , 39.21 , 48.32 , 35.10 , 47.11 
Inventory Turnover, 3.47 , 6.43 , 3.96 , 7.12 , 10.71 , 8.12 , 7.32 , 7.36 , 7.24 , 6.42 
,,,,,,,,,,
Return on Equity,2%,9%,12%,5%,15%,17%,17%,16%,21%,17%
Return on Capital Emp,,9%,11%,6%,18%,19%,17%,17%,22%,21%
,,,,,,,,,,
